编号ID 	名称	类型	经验	铜钱最小	铜钱最大	荣誉	VIP经验	官员值	影子	体力	元宝	种类最小	种类最大	物品	
1161	平原1	1	500	449	642	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1162	平原2	1	500	449	642	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1163	平原3	1	504	471	674	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1164	平原4	1	504	471	674	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1165	平原5	1	504	471	674	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1166	平原6	1	504	471	674	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1167	平原7	1	510	494	706	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1168	平原8	1	510	494	706	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1169	平原9	1	510	494	706	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1170	平原10	1	510	494	706	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1171	清河1	1	540	518	740	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1172	清河2	1	540	518	740	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1173	清河3	1	540	518	740	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1174	清河4	1	540	518	740	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1175	清河5	1	540	543	776	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1176	清河6	1	550	543	776	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1177	清河7	1	550	543	776	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1178	清河8	1	550	543	776	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1179	清河9	1	550	569	814	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1180	清河10	1	550	569	814	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1181	南皮1	1	552	569	814	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1182	南皮2	1	552	569	814	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1183	南皮3	1	552	597	854	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1184	南皮4	1	552	597	854	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1185	南皮5	1	570	597	854	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1186	南皮6	1	570	597	854	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1187	南皮7	1	570	627	896	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1188	南皮8	1	570	627	896	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1189	南皮9	1	570	627	896	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1190	南皮10	1	580	627	896	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1191	桂阳1	1	580	658	940	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1192	桂阳2	1	580	658	940	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1193	桂阳3	1	580	658	940	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1194	桂阳4	1	580	658	940	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1195	桂阳5	1	588	658	940	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1196	桂阳6	1	588	690	986	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1197	桂阳7	1	588	690	986	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1198	桂阳8	1	588	690	986	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1199	桂阳9	1	600	690	986	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1200	桂阳10	1	600	690	986	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1201	零陵1	1	600	723	1034	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1202	零陵2	1	600	723	1034	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1203	零陵3	1	600	723	1034	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1204	零陵4	1	610	723	1034	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1205	零陵5	1	610	723	1034	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1206	零陵6	1	610	758	1084	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1207	零陵7	1	610	758	1084	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1208	零陵8	1	610	758	1084	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1209	零陵9	1	624	758	1084	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1210	零陵10	1	624	758	1084	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1211	武陵1	1	624	796	1138	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1212	武陵2	1	624	796	1138	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1213	武陵3	1	640	796	1138	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1214	武陵4	1	640	796	1138	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1215	武陵5	1	640	796	1138	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1216	武陵6	1	640	835	1194	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1217	武陵7	1	640	835	1194	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1218	武陵8	1	645	835	1194	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1219	武陵9	1	645	835	1194	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1220	武陵10	1	645	835	1194	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1221	长沙1	1	645	876	1252	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1222	长沙2	1	650	876	1252	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1223	长沙3	1	650	876	1252	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1224	长沙4	1	650	876	1252	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1225	长沙5	1	650	876	1252	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1226	长沙6	1	650	919	1314	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1227	长沙7	1	670	919	1314	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1228	长沙8	1	670	919	1314	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1229	长沙9	1	670	919	1314	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1230	长沙10	1	670	919	1314	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1231	柴桑1	1	670	964	1378	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1232	柴桑2	1	672	964	1378	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1233	柴桑3	1	672	964	1378	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1234	柴桑4	1	672	964	1378	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1235	柴桑5	1	672	964	1378	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1236	柴桑6	1	672	1012	1446	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1237	柴桑7	1	680	1012	1446	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1238	柴桑8	1	680	1012	1446	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1239	柴桑9	1	680	1012	1446	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1240	柴桑10	1	680	1012	1446	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1241	汝南1	1	680	1062	1518	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1242	汝南2	1	700	1062	1518	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1243	汝南3	1	700	1062	1518	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1244	汝南4	1	700	1062	1518	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1245	汝南5	1	700	1062	1518	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1246	汝南6	1	700	1114	1592	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1247	汝南7	1	708	1114	1592	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1248	汝南8	1	708	1114	1592	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1249	汝南9	1	708	1114	1592	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1250	汝南10	1	708	1114	1592	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1251	江夏1	1	708	1169	1670	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1252	江夏2	1	710	1169	1670	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1253	江夏3	1	710	1169	1670	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1254	江夏4	1	710	1169	1670	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1255	江夏5	1	710	1169	1670	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1256	江夏6	1	710	1226	1752	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1257	江夏7	1	740	1226	1752	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1258	江夏8	1	740	1226	1752	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1259	江夏9	1	740	1226	1752	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1260	江夏10	1	740	1226	1752	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1261	新野1	1	740	1286	1838	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1262	新野2	1	744	1286	1838	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1263	新野3	1	744	1286	1838	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1264	新野4	1	744	1286	1838	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1265	新野5	1	744	1286	1838	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1266	新野6	1	744	1349	1928	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1267	新野7	1	750	1349	1928	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1268	新野8	1	750	1349	1928	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1269	新野9	1	750	1349	1928	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1270	新野10	1	750	1349	1928	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1271	襄阳1	1	750	1416	2024	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1272	襄阳2	1	770	1416	2024	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1273	襄阳3	1	770	1416	2024	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1274	襄阳4	1	770	1416	2024	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1275	襄阳5	1	770	1416	2024	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1276	襄阳6	1	770	1486	2124	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1277	襄阳7	1	780	1486	2124	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1278	襄阳8	1	780	1486	2124	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1279	襄阳9	1	780	1486	2124	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1280	襄阳10	1	780	1486	2124	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1281	江陵1	1	780	1561	2230	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1282	江陵2	1	792	1561	2230	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1283	江陵3	1	792	1561	2230	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1284	江陵4	1	792	1561	2230	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1285	江陵5	1	792	1561	2230	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1286	江陵6	1	792	1638	2340	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1287	江陵7	1	795	1638	2340	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1288	江陵8	1	795	1638	2340	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1289	江陵9	1	795	1638	2340	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1290	江陵10	1	795	1638	2340	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1291	永安1	1	800	1719	2456	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1292	永安2	1	800	1719	2456	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1293	永安3	1	800	1719	2456	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1294	永安4	1	800	1719	2456	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1295	永安5	1	800	1719	2456	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1296	永安6	1	810	1804	2578	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1297	永安7	1	810	1804	2578	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1298	永安8	1	810	1804	2578	0	0	0	0	0	0	1	2	"(8042,10,1,1)(1001,40,1,2)(5001,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1299	永安9	1	810	1804	2578	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1300	永安10	1	810	1804	2578	0	0	0	0	0	0	1	2	"(8042,10,1,1)(25001,40,1,2)(1003,15,1,2)(8043,10,1,1)(9001,70,1,2)"	
1301	江州1	1	828	1894	2706	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1302	江州2	1	828	1894	2706	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1303	江州3	1	828	1894	2706	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1304	江州4	1	828	1894	2706	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1305	江州5	1	828	1894	2706	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1306	江州6	1	840	1988	2840	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1307	江州7	1	840	1988	2840	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1308	江州8	1	840	1988	2840	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1309	江州9	1	840	1988	2840	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1310	江州10	1	840	1988	2840	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6001,50,1,2)(9001,15,1,2)"	
1311	梓潼1	1	850	2087	2982	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1312	梓潼2	1	850	2087	2982	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1313	梓潼3	1	850	2087	2982	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1314	梓潼4	1	850	2087	2982	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1315	梓潼5	1	850	2087	2982	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1316	梓潼6	1	864	2191	3130	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1317	梓潼7	1	864	2191	3130	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1318	梓潼8	1	864	2191	3130	0	0	0	0	0	0	1	2	"(4001,5,1,2)(1001,15,1,2)(5001,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
1319	梓潼9	1	864	2191	3130	0	0	0	0	0	0	1	2	"(4001,5,1,2)(25001,15,1,2)(1003,15,1,2)(6006,50,1,2)(9001,15,1,2)"	
