编号ID 	物品	最少	最多
0	2	83741	83741
0	30001	1	1
0	30006	1	1
51099	0	0	0
0	3	11771	11771
0	2	83741	83741
51100	0	0	0
0	3	11771	11771
0	2	83741	83741
0	30001	1	1
0	30006	1	1
51101	0	0	0
0	3	11771	11771
0	2	83741	83741
51102	0	0	0
0	3	11771	11771
0	2	83741	83741
0	30001	1	1
0	30006	1	1
51103	0	0	0
0	3	11771	11771
0	2	83741	83741
51104	0	0	0
0	3	11771	11771
0	2	83741	83741
0	30001	1	1
0	30006	1	1
51105	0	0	0
0	3	11771	11771
0	2	83741	83741
51106	0	0	0
0	3	11771	11771
0	2	83741	83741
0	30001	1	1
0	30006	1	1
51107	0	0	0
0	3	11771	11771
0	2	83741	83741
51108	0	0	0
0	3	11771	11771
0	2	83741	83741
0	30001	1	1
0	30006	1	1
51109	0	0	0
0	3	11771	11771
0	2	83741	83741
51110	0	0	0
0	3	11771	11771
0	2	83741	83741
0	30001	1	1
0	30006	1	1
51111	0	0	0
0	3	11771	11771
0	2	83741	83741
51112	0	0	0
0	3	11771	11771
0	2	83741	83741
0	30001	1	1
0	30006	1	1
51501	0	0	0
0	3	100	100
0	2	406	406
51502	0	0	0
0	3	144	144
0	2	483	483
51503	0	0	0
0	3	150	150
0	2	546	546
51504	0	0	0
0	3	192	192
0	2	567	567
51505	0	0	0
0	3	180	180
0	2	623	623
51506	0	0	0
0	3	210	210
0	2	707	707
51507	0	0	0
0	3	312	312
0	2	889	889
51508	0	0	0
0	3	210	210
0	2	1113	1113
51509	0	0	0
0	3	380	380
0	2	1540	1540
51510	0	0	0
0	3	552	552
0	2	2247	2247
51511	0	0	0
0	3	550	550
0	2	3451	3451
51512	0	0	0
0	3	650	650
0	2	5572	5572
51513	0	0	0
0	3	120	120
0	2	2142	2142
51514	0	0	0
0	3	460	460
0	2	3451	3451
51515	0	0	0
0	3	990	990
0	2	5572	5572
51516	0	0	0
0	3	4770	4770
0	2	14665	14665
51517	0	0	0
0	3	80	80
0	2	2142	2142
51518	0	0	0
0	3	120	120
0	2	3451	3451
51519	0	0	0
0	3	240	240
0	2	5572	5572
51520	0	0	0
0	3	990	990
0	2	5572	5572
51521	0	0	0
0	3	2688	2688
0	2	9023	9023
51522	0	0	0
0	3	2668	2668
0	2	9023	9023
51523	0	0	0
0	3	4770	4770
0	2	14665	14665
51524	0	0	0
0	3	4770	4770
0	2	14665	14665
51525	0	0	0
0	3	6300	6300
0	2	23849	23849
51526	0	0	0
0	3	6300	6300
0	2	23849	23849
51527	0	0	0
0	3	9733	9733
0	2	38808	38808
51528	0	0	0
0	3	9733	9733
0	2	38808	38808
51529	0	0	0
0	3	11700	11700
0	2	49511	49511
51530	0	0	0
0	3	11700	11700
0	2	49511	49511
51531	0	0	0
0	3	11700	11700
0	2	49511	49511
52001	0	0	0
0	3	100	100
0	2	56	56
0	30001	1	1
0	30007	1	2
52002	0	0	0
0	3	100	100
0	2	56	56
0	30001	1	1
0	30007	1	2
52003	0	0	0
0	3	100	100
0	2	56	56
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52004	0	0	0
0	3	100	100
0	2	57	57
0	30001	1	1
0	30007	1	2
52005	0	0	0
0	3	100	100
0	2	57	57
0	30001	1	1
0	30007	1	2
52006	0	0	0
0	3	100	100
0	2	57	57
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52007	0	0	0
0	3	100	100
0	2	60	60
0	30001	1	1
0	30007	1	2
52008	0	0	0
0	3	100	100
0	2	60	60
0	30001	1	1
0	30007	1	2
52009	0	0	0
0	3	100	100
0	2	60	60
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52010	0	0	0
0	3	100	100
0	2	62	62
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52011	0	0	0
0	3	100	100
0	2	62	62
0	30006	1	1
0	30007	1	2
52012	0	0	0
0	3	100	100
0	2	62	62
0	30006	1	1
0	30007	1	2
52013	0	0	0
0	3	100	100
0	2	64	64
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52014	0	0	0
0	3	100	100
0	2	64	64
0	30006	1	1
0	30007	1	2
52015	0	0	0
0	3	100	100
0	2	64	64
0	30006	1	1
0	30007	1	2
52016	0	0	0
0	3	100	100
0	2	67	67
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52017	0	0	0
0	3	100	100
0	2	67	67
0	30006	1	1
0	30007	1	2
52018	0	0	0
0	3	100	100
0	2	67	67
0	30006	1	1
0	30007	1	2
52019	0	0	0
0	3	100	100
0	2	70	70
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52020	0	0	0
0	3	100	100
0	2	70	70
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52021	0	0	0
0	3	100	100
0	2	70	70
0	30006	1	1
0	30001	1	1
0	30007	1	2
52022	0	0	0
0	3	110	110
0	2	73	73
0	30006	1	1
0	30001	1	1
0	30007	1	2
52023	0	0	0
0	3	110	110
0	2	73	73
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52024	0	0	0
0	3	110	110
0	2	73	73
0	30006	1	1
0	30001	1	1
0	30007	1	2
52025	0	0	0
0	3	140	140
0	2	76	76
0	30006	1	1
0	30001	1	1
0	30007	1	2
52026	0	0	0
0	3	140	140
0	2	76	76
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52027	0	0	0
0	3	140	140
0	2	76	76
0	30006	1	1
0	30001	1	1
0	30007	1	2
52028	0	0	0
0	3	140	140
0	2	80	80
0	30006	1	1
0	30001	1	1
0	30007	1	2
52029	0	0	0
0	3	144	144
0	2	80	80
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52030	0	0	0
0	3	144	144
0	2	80	80
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52031	0	0	0
0	3	144	144
0	2	84	84
0	30001	1	1
0	30007	1	2
52032	0	0	0
0	3	150	150
0	2	84	84
0	30001	1	1
0	30007	1	2
52033	0	0	0
0	3	150	150
0	2	84	84
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52034	0	0	0
0	3	150	150
0	2	84	84
0	30001	1	1
0	30007	1	2
52035	0	0	0
0	3	150	150
0	2	87	87
0	30001	1	1
0	30007	1	2
52036	0	0	0
0	3	170	170
0	2	87	87
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52037	0	0	0
0	3	170	170
0	2	87	87
0	30001	1	1
0	30007	1	2
52038	0	0	0
0	3	170	170
0	2	87	87
0	30001	1	1
0	30007	1	2
52039	0	0	0
0	3	170	170
0	2	90	90
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52040	0	0	0
0	3	180	180
0	2	90	90
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52041	0	0	0
0	3	180	180
0	2	90	90
0	30006	1	1
0	30007	1	2
52042	0	0	0
0	3	180	180
0	2	90	90
0	30006	1	1
0	30007	1	2
52043	0	0	0
0	3	180	180
0	2	95	95
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52044	0	0	0
0	3	192	192
0	2	95	95
0	30006	1	1
0	30007	1	2
52045	0	0	0
0	3	192	192
0	2	95	95
0	30006	1	1
0	30007	1	2
52046	0	0	0
0	3	192	192
0	2	95	95
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52047	0	0	0
0	3	192	192
0	2	99	99
0	30006	1	1
0	30007	1	2
52048	0	0	0
0	3	195	195
0	2	99	99
0	30006	1	1
0	30007	1	2
52049	0	0	0
0	3	195	195
0	2	99	99
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52050	0	0	0
0	3	195	195
0	2	99	99
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52051	0	0	0
0	3	200	200
0	2	104	104
0	30006	1	1
0	30001	1	1
0	30007	1	2
52052	0	0	0
0	3	200	200
0	2	104	104
0	30006	1	1
0	30001	1	1
0	30007	1	2
52053	0	0	0
0	3	200	200
0	2	104	104
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52054	0	0	0
0	3	200	200
0	2	104	104
0	30006	1	1
0	30001	1	1
0	30007	1	2
52055	0	0	0
0	3	210	210
0	2	108	108
0	30006	1	1
0	30001	1	1
0	30007	1	2
52056	0	0	0
0	3	210	210
0	2	108	108
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52057	0	0	0
0	3	210	210
0	2	108	108
0	30006	1	1
0	30001	1	1
0	30007	1	2
52058	0	0	0
0	3	210	210
0	2	108	108
0	30006	1	1
0	30001	1	1
0	30007	1	2
52059	0	0	0
0	3	228	228
0	2	112	112
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52060	0	0	0
0	3	228	228
0	2	112	112
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52061	0	0	0
0	3	228	228
0	2	112	112
0	30001	1	1
0	30007	1	2
52062	0	0	0
0	3	228	228
0	2	112	112
0	30001	1	1
0	30007	1	2
52063	0	0	0
0	3	240	240
0	2	118	118
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52064	0	0	0
0	3	240	240
0	2	118	118
0	30001	1	1
0	30007	1	2
52065	0	0	0
0	3	240	240
0	2	118	118
0	30001	1	1
0	30007	1	2
52066	0	0	0
0	3	240	240
0	2	118	118
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52067	0	0	0
0	3	250	250
0	2	124	124
0	30001	1	1
0	30007	1	2
52068	0	0	0
0	3	250	250
0	2	124	124
0	30001	1	1
0	30007	1	2
52069	0	0	0
0	3	250	250
0	2	124	124
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52070	0	0	0
0	3	250	250
0	2	124	124
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52071	0	0	0
0	3	264	264
0	2	129	129
0	30006	1	1
0	30007	1	2
52072	0	0	0
0	3	264	264
0	2	129	129
0	30006	1	1
0	30007	1	2
52073	0	0	0
0	3	264	264
0	2	129	129
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52074	0	0	0
0	3	264	264
0	2	129	129
0	30006	1	1
0	30007	1	2
52075	0	0	0
0	3	270	270
0	2	135	135
0	30006	1	1
0	30007	1	2
52076	0	0	0
0	3	270	270
0	2	135	135
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52077	0	0	0
0	3	270	270
0	2	135	135
0	30006	1	1
0	30007	1	2
52078	0	0	0
0	3	270	270
0	2	135	135
0	30006	1	1
0	30007	1	2
52079	0	0	0
0	3	280	280
0	2	141	141
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52080	0	0	0
0	3	280	280
0	2	141	141
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52081	0	0	0
0	3	280	280
0	2	141	141
0	30001	1	1
0	30007	1	2
52082	0	0	0
0	3	280	280
0	2	141	141
0	30001	1	1
0	30007	1	2
52083	0	0	0
0	3	300	300
0	2	148	148
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52084	0	0	0
0	3	300	300
0	2	148	148
0	30001	1	1
0	30007	1	2
52085	0	0	0
0	3	300	300
0	2	148	148
0	30001	1	1
0	30007	1	2
52086	0	0	0
0	3	300	300
0	2	148	148
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52087	0	0	0
0	3	310	310
0	2	155	155
0	30001	1	1
0	30007	1	2
52088	0	0	0
0	3	310	310
0	2	155	155
0	30001	1	1
0	30007	1	2
52089	0	0	0
0	3	310	310
0	2	155	155
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52090	0	0	0
0	3	310	310
0	2	155	155
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52091	0	0	0
0	3	312	312
0	2	162	162
0	30001	1	1
0	30007	1	2
52092	0	0	0
0	3	312	312
0	2	162	162
0	30001	1	1
0	30007	1	2
52093	0	0	0
0	3	312	312
0	2	162	162
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52094	0	0	0
0	3	312	312
0	2	162	162
0	30001	1	1
0	30007	1	2
52095	0	0	0
0	3	340	340
0	2	169	169
0	30001	1	1
0	30007	1	2
52096	0	0	0
0	3	340	340
0	2	169	169
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52097	0	0	0
0	3	340	340
0	2	169	169
0	30001	1	1
0	30007	1	2
52098	0	0	0
0	3	340	340
0	2	169	169
0	30001	1	1
0	30007	1	2
52099	0	0	0
0	3	345	345
0	2	177	177
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52100	0	0	0
0	3	345	345
0	2	177	177
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52101	0	0	0
0	3	345	345
0	2	177	177
0	30006	1	1
0	30007	1	2
52102	0	0	0
0	3	345	345
0	2	177	177
0	30006	1	1
0	30007	1	2
52103	0	0	0
0	3	348	348
0	2	177	177
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52104	0	0	0
0	3	348	348
0	2	177	177
0	30006	1	1
0	30007	1	2
52105	0	0	0
0	3	348	348
0	2	177	177
0	30006	1	1
0	30007	1	2
52106	0	0	0
0	3	348	348
0	2	177	177
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52107	0	0	0
0	3	350	350
0	2	185	185
0	30006	1	1
0	30007	1	2
52108	0	0	0
0	3	350	350
0	2	185	185
0	30006	1	1
0	30007	1	2
52109	0	0	0
0	3	350	350
0	2	185	185
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52110	0	0	0
0	3	350	350
0	2	185	185
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52111	0	0	0
0	3	370	370
0	2	185	185
0	30001	1	1
0	30007	1	2
52112	0	0	0
0	3	370	370
0	2	185	185
0	30001	1	1
0	30007	1	2
52113	0	0	0
0	3	370	370
0	2	185	185
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52114	0	0	0
0	3	370	370
0	2	185	185
0	30001	1	1
0	30007	1	2
52115	0	0	0
0	3	380	380
0	2	185	185
0	30001	1	1
0	30007	1	2
52116	0	0	0
0	3	380	380
0	2	185	185
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52117	0	0	0
0	3	380	380
0	2	185	185
0	30001	1	1
0	30007	1	2
52118	0	0	0
0	3	380	380
0	2	185	185
0	30001	1	1
0	30007	1	2
52119	0	0	0
0	3	384	384
0	2	185	185
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52120	0	0	0
0	3	384	384
0	2	185	185
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52121	0	0	0
0	3	384	384
0	2	185	185
0	30001	1	1
0	30007	1	2
52122	0	0	0
0	3	384	384
0	2	185	185
0	30001	1	1
0	30007	1	2
52123	0	0	0
0	3	400	400
0	2	191	191
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52124	0	0	0
0	3	400	400
0	2	191	191
0	30001	1	1
0	30007	1	2
52125	0	0	0
0	3	400	400
0	2	191	191
0	30001	1	1
0	30007	1	2
52126	0	0	0
0	3	400	400
0	2	191	191
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52127	0	0	0
0	3	410	410
0	2	191	191
0	30001	1	1
0	30007	1	2
52128	0	0	0
0	3	410	410
0	2	191	191
0	30001	1	1
0	30007	1	2
52129	0	0	0
0	3	410	410
0	2	191	191
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52130	0	0	0
0	3	410	410
0	2	191	191
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52131	0	0	0
0	3	432	432
0	2	193	193
0	30006	1	1
0	30007	1	2
52132	0	0	0
0	3	432	432
0	2	193	193
0	30006	1	1
0	30007	1	2
52133	0	0	0
0	3	432	432
0	2	193	193
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52134	0	0	0
0	3	432	432
0	2	193	193
0	30006	1	1
0	30007	1	2
52135	0	0	0
0	3	440	440
0	2	202	202
0	30006	1	1
0	30007	1	2
52136	0	0	0
0	3	440	440
0	2	202	202
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52137	0	0	0
0	3	440	440
0	2	202	202
0	30006	1	1
0	30007	1	2
52138	0	0	0
0	3	440	440
0	2	202	202
0	30006	1	1
0	30007	1	2
52139	0	0	0
0	3	450	450
0	2	213	213
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52140	0	0	0
0	3	450	450
0	2	213	213
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52141	0	0	0
0	3	450	450
0	2	213	213
0	30001	1	1
0	30007	1	2
52142	0	0	0
0	3	450	450
0	2	213	213
0	30001	1	1
0	30007	1	2
52143	0	0	0
0	3	468	468
0	2	213	213
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52144	0	0	0
0	3	468	468
0	2	213	213
0	30001	1	1
0	30007	1	2
52145	0	0	0
0	3	468	468
0	2	213	213
0	30001	1	1
0	30007	1	2
52146	0	0	0
0	3	468	468
0	2	213	213
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52147	0	0	0
0	3	470	470
0	2	213	213
0	30001	1	1
0	30007	1	2
52148	0	0	0
0	3	470	470
0	2	213	213
0	30001	1	1
0	30007	1	2
52149	0	0	0
0	3	470	470
0	2	213	213
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52150	0	0	0
0	3	470	470
0	2	213	213
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52151	0	0	0
0	3	480	480
0	2	224	224
0	30001	1	1
0	30007	1	2
52152	0	0	0
0	3	480	480
0	2	224	224
0	30001	1	1
0	30007	1	2
52153	0	0	0
0	3	480	480
0	2	224	224
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52154	0	0	0
0	3	480	480
0	2	224	224
0	30001	1	1
0	30007	1	2
52155	0	0	0
0	3	495	495
0	2	224	224
0	30001	1	1
0	30007	1	2
52156	0	0	0
0	3	495	495
0	2	224	224
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52157	0	0	0
0	3	495	495
0	2	224	224
0	30001	1	1
0	30007	1	2
52158	0	0	0
0	3	495	495
0	2	224	224
0	30001	1	1
0	30007	1	2
52159	0	0	0
0	3	500	500
0	2	224	224
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52160	0	0	0
0	3	500	500
0	2	224	224
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52161	0	0	0
0	3	500	500
0	2	224	224
0	30006	1	1
0	30007	1	2
52162	0	0	0
0	3	500	500
0	2	224	224
0	30006	1	1
0	30007	1	2
52163	0	0	0
0	3	504	504
0	2	224	224
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52164	0	0	0
0	3	504	504
0	2	224	224
0	30006	1	1
0	30007	1	2
52165	0	0	0
0	3	504	504
0	2	224	224
0	30006	1	1
0	30007	1	2
52166	0	0	0
0	3	504	504
0	2	224	224
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52167	0	0	0
0	3	510	510
0	2	224	224
0	30006	1	1
0	30007	1	2
52168	0	0	0
0	3	510	510
0	2	224	224
0	30006	1	1
0	30007	1	2
52169	0	0	0
0	3	510	510
0	2	224	224
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52170	0	0	0
0	3	510	510
0	2	224	224
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52171	0	0	0
0	3	540	540
0	2	233	233
0	30001	1	1
0	30007	1	2
52172	0	0	0
0	3	540	540
0	2	233	233
0	30001	1	1
0	30007	1	2
52173	0	0	0
0	3	540	540
0	2	233	233
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52174	0	0	0
0	3	540	540
0	2	233	233
0	30001	1	1
0	30007	1	2
52175	0	0	0
0	3	540	540
0	2	233	233
0	30001	1	1
0	30007	1	2
52176	0	0	0
0	3	550	550
0	2	233	233
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52177	0	0	0
0	3	550	550
0	2	233	233
0	30001	1	1
0	30007	1	2
52178	0	0	0
0	3	550	550
0	2	233	233
0	30001	1	1
0	30007	1	2
52179	0	0	0
0	3	550	550
0	2	233	233
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52180	0	0	0
0	3	550	550
0	2	233	233
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52181	0	0	0
0	3	552	552
0	2	256	256
0	30001	1	1
0	30007	1	2
52182	0	0	0
0	3	552	552
0	2	256	256
0	30001	1	1
0	30007	1	2
52183	0	0	0
0	3	552	552
0	2	256	256
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52184	0	0	0
0	3	552	552
0	2	256	256
0	30001	1	1
0	30007	1	2
52185	0	0	0
0	3	570	570
0	2	256	256
0	30001	1	1
0	30007	1	2
52186	0	0	0
0	3	570	570
0	2	256	256
0	30001	1	1
0	30007	1	2
0	30006	1	1
0	30007	1	2
52187	0	0	0
0	3	570	570
0	2	256	256
0	30001	1	1
0	30007	1	2
52188	0	0	0
0	3	570	570
0	2	256	256
0	30001	1	1
0	30007	1	2
52189	0	0	0
0	3	570	570
0	2	256	256
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52190	0	0	0
0	3	580	580
0	2	256	256
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52191	0	0	0
0	3	580	580
0	2	263	263
0	30006	1	1
0	30007	1	2
52192	0	0	0
0	3	580	580
0	2	263	263
0	30006	1	1
0	30007	1	2
52193	0	0	0
0	3	580	580
0	2	263	263
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52194	0	0	0
0	3	580	580
0	2	263	263
0	30006	1	1
0	30007	1	2
52195	0	0	0
0	3	588	588
0	2	263	263
0	30006	1	1
0	30007	1	2
52196	0	0	0
0	3	588	588
0	2	263	263
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52197	0	0	0
0	3	588	588
0	2	263	263
0	30006	1	1
0	30007	1	2
52198	0	0	0
0	3	588	588
0	2	263	263
0	30006	1	1
0	30007	1	2
52199	0	0	0
0	3	600	600
0	2	263	263
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52200	0	0	0
0	3	600	600
0	2	263	263
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52201	0	0	0
0	3	600	600
0	2	263	263
0	30001	1	1
0	30007	1	2
52202	0	0	0
0	3	600	600
0	2	263	263
0	30001	1	1
0	30007	1	2
52203	0	0	0
0	3	600	600
0	2	263	263
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52204	0	0	0
0	3	610	610
0	2	263	263
0	30001	1	1
0	30007	1	2
52205	0	0	0
0	3	610	610
0	2	263	263
0	30001	1	1
0	30007	1	2
52206	0	0	0
0	3	610	610
0	2	263	263
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52207	0	0	0
0	3	610	610
0	2	263	263
0	30001	1	1
0	30007	1	2
52208	0	0	0
0	3	610	610
0	2	263	263
0	30001	1	1
0	30007	1	2
52209	0	0	0
0	3	624	624
0	2	263	263
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52210	0	0	0
0	3	624	624
0	2	263	263
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52211	0	0	0
0	3	624	624
0	2	278	278
0	30001	1	1
0	30007	1	2
52212	0	0	0
0	3	624	624
0	2	278	278
0	30001	1	1
0	30007	1	2
52213	0	0	0
0	3	640	640
0	2	278	278
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52214	0	0	0
0	3	640	640
0	2	278	278
0	30001	1	1
0	30007	1	2
52215	0	0	0
0	3	640	640
0	2	278	278
0	30001	1	1
0	30007	1	2
52216	0	0	0
0	3	640	640
0	2	278	278
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52217	0	0	0
0	3	640	640
0	2	278	278
0	30001	1	1
0	30007	1	2
52218	0	0	0
0	3	645	645
0	2	278	278
0	30001	1	1
0	30007	1	2
52219	0	0	0
0	3	645	645
0	2	278	278
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52220	0	0	0
0	3	645	645
0	2	278	278
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52221	0	0	0
0	3	645	645
0	2	278	278
0	30006	1	1
0	30007	1	2
52222	0	0	0
0	3	650	650
0	2	278	278
0	30006	1	1
0	30007	1	2
52223	0	0	0
0	3	650	650
0	2	278	278
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52224	0	0	0
0	3	650	650
0	2	278	278
0	30006	1	1
0	30007	1	2
52225	0	0	0
0	3	650	650
0	2	278	278
0	30006	1	1
0	30007	1	2
52226	0	0	0
0	3	650	650
0	2	278	278
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52227	0	0	0
0	3	670	670
0	2	278	278
0	30006	1	1
0	30007	1	2
52228	0	0	0
0	3	670	670
0	2	278	278
0	30006	1	1
0	30007	1	2
52229	0	0	0
0	3	670	670
0	2	278	278
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52230	0	0	0
0	3	670	670
0	2	278	278
0	30019	1	2
0	30009	1	2
0	30006	1	1
0	30007	1	2
52231	0	0	0
0	3	670	670
0	2	289	289
0	30001	1	1
0	30007	1	2
52232	0	0	0
0	3	672	672
0	2	289	289
0	30001	1	1
0	30007	1	2
52233	0	0	0
0	3	672	672
0	2	289	289
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52234	0	0	0
0	3	672	672
0	2	289	289
0	30001	1	1
0	30007	1	2
52235	0	0	0
0	3	672	672
0	2	289	289
0	30001	1	1
0	30007	1	2
52236	0	0	0
0	3	672	672
0	2	303	303
0	30006	1	1
0	30019	1	2
0	30009	1	2
0	30001	1	1
0	30007	1	2
52237	0	0	0
0	3	680	680
0	2	303	303
0	30001	1	1
0	30007	1	2
52238	0	0	0
0	3	680	680
0	2	303	303
0	30001	1	1
0	30007	1	2
52239	0	0	0
0	3	680	680
0	2	303	303
