ID	分类编号	名称	描述	星级	品质	道具类型	职业	使用等级	值1	出售价格	图标	点击结果
1604	0	天龙披风	0	5	4	16	2	1	"(1,1,1350,675,1,2,3,4,5,6,7,8,9,10)(2,1,510,51,1,2,3,4,5,6,7,8,9,10)(4,1,10,0)"	0	meishu/ui/wupin/61604.png	0
21001	0	1万铜钱袋	使用后获得10000铜钱	0	2	21	0	1	(10000)	1	meishu/ui/wupin/62101.png	4
21002	0	5万银票	使用后获得50000铜钱	0	3	21	0	1	(50000)	1	meishu/ui/wupin/62103.png	4
21003	0	10万银票	使用后获得100000铜钱	0	4	21	0	1	(100000)	1	meishu/ui/wupin/62102.png	4
22001	0	100元宝	使用后获得100元宝	0	2	22	0	1	(100)	1	meishu/ui/wupin/62201.png	4
22002	0	5元宝	使用后获得5元宝	0	3	22	0	1	(5)	1	meishu/ui/wupin/62201.png	4
22003	0	10元宝	使用后获得10元宝	0	4	22	0	1	(10)	1	meishu/ui/wupin/62201.png	4
23001	0	500经验令	使用后主角获得500经验	0	2	23	0	1	(500)	1	meishu/ui/wupin/62301.png	4
23002	0	2000经验令	使用后主角获得2000经验	0	3	23	0	1	(2000)	1	meishu/ui/wupin/62301.png	4
23003	0	1万经验令	使用后主角获得10000经验	0	4	23	0	1	(10000)	1	meishu/ui/wupin/62301.png	4
24001	0	初级军令旗	使用后获得1个军令	0	2	24	0	1	(1)	1	meishu/ui/wupin/62401.png	0
24002	0	中级军令旗	使用后获得5个军令	0	3	24	0	1	(5)	1	meishu/ui/wupin/62401.png	0
24003	0	高级军令旗	使用后获得10个军令	0	4	24	0	1	(10)	1	meishu/ui/wupin/62401.png	0
25001	0	虎符	没有军令时可以使用虎符进行额外挑战	0	4	25	0	1	(1)	1	meishu/ui/wupin/62501.png	0
26001	0	荣誉令牌	使用获得100荣誉	0	3	31	0	1	(100)	1	meishu/ui/wupin/62601.png	4
27001	0	挑战令	沙场点兵没有次数时可以使用挑战令进行额外挑战	0	4	32	0	1	(1)	1	meishu/ui/wupin/62701.png	0
8026	0	签到幸运礼包	打开礼包可以随机获得道具	0	3	8	0	1	(1487)	0	meishu/ui/wupin/60807.png	1
8027	0	70级礼包	获得：150000铜钱 25个加速符 25个突飞令 15个中级招募令 5个精铁	0	4	8	0	70	(1488)	0	meishu/ui/wupin/60804.png	1
8028	0	80级礼包	获得：200000铜钱 30个加速符 30个突飞令 20个中级招募令 10个精铁	0	4	8	0	80	(1489)	0	meishu/ui/wupin/60804.png	1
8029	0	90级礼包	获得：300000铜钱 35个加速符 35个突飞令 25个中级招募令 15个精铁	0	4	8	0	90	(1490)	0	meishu/ui/wupin/60804.png	1
8030	0	100级礼包	获得：400000铜钱 40个加速符 40个突飞令 30个中级招募令 20个精铁	0	4	8	0	100	(1491)	0	meishu/ui/wupin/60804.png	1
8031	0	110级礼包	获得：500000铜钱 45个加速符 45个突飞令 35个中级招募令 25个精铁	0	4	8	0	110	(1492)	0	meishu/ui/wupin/60804.png	1
28001	0	募兵令	使用可以恢复满兵力	0	4	33	0	1	(1)	0	meishu/ui/wupin/62801.png	0
8032	0	祥瑞宝箱	众里寻他千百度，蓦然回首她在灯火阑珊处！OY！	0	4	8	0	1	(1500)	0	meishu/ui/wupin/60808.png	1
8033	0	天龙幸运宝箱	开了吗？没开吗？你到底开不开！	0	4	8	0	1	(1501)	0	meishu/ui/wupin/60808.png	1
8034	0	招募幸运箱	你今天中了吗？	0	4	8	0	1	(1502)	0	meishu/ui/wupin/60808.png	1
8035	0	成长人品箱	开出什么完全看人品	0	4	8	0	1	(1503)	0	meishu/ui/wupin/60808.png	1
8036	0	横财大宝箱	天降横财喽！	0	4	8	0	1	(1504)	0	meishu/ui/wupin/60808.png	1
8037	0	将魂幸运箱	有武将横扫天下！	0	4	8	0	1	(1505)	0	meishu/ui/wupin/60808.png	1
1155	0	追星赶月斧	0	5	5	11	0	1	"(2,1,1750,175,1,2,3,4,5,6,7,8,9,10)"	0	meishu/ui/wupin/61155.png	0
1255	0	战神护腕	0	5	5	12	0	1	"(2,1,1050,105,1,2,3,4,5,6,7,8,9,10)(4,1,10,0)"	0	meishu/ui/wupin/61255.png	0
1355	0	战神盔	0	5	5	13	0	1	"(1,1,1600,800,1,2,3,4,5,6,7,8,9,10)(2,1,700,70,1,2,3,4,5,6,7,8,9,10)(4,1,20,0)"	0	meishu/ui/wupin/61355.png	0
1455	0	战神铠	0	5	5	14	0	1	"(1,1,4000,2000,1,2,3,4,5,6,7,8,9,10)(4,1,6,0)"	0	meishu/ui/wupin/61455.png	0
1555	0	战神靴	0	5	5	15	0	1	"(1,1,2400,1200,1,2,3,4,5,6,7,8,9,10)(4,1,10,0)"	0	meishu/ui/wupin/61555.png	0
6004	0	精铁	使用中级冶炼，可以进行中级冶炼	0	3	6	0	1	(5)	100	meishu/ui/wupin/60604.png	0
6005	0	玄铁	使用高级冶炼，可以进行高级冶炼	0	4	6	0	1	(6)	100	meishu/ui/wupin/60605.png	0
6006	0	生铁	使用初级冶炼，可以进行初级冶炼	0	2	6	0	1	(4)	100	meishu/ui/wupin/60606.png	0
6007	0	蜀国转国卡	使用后国籍变更为蜀国。	0	5	34	0	1	(1)	0	meishu/ui/wupin/60607.png	4
6008	0	魏国转国卡	使用后国籍变更为魏国。	0	5	34	0	1	(2)	0	meishu/ui/wupin/60608.png	4
6009	0	吴国转国卡	使用后国籍变更为吴国。	0	5	34	0	1	(3)	0	meishu/ui/wupin/60609.png	4
8038	0	冶炼大礼包	打开可以获得：生铁*10 精铁*5	0	4	8	0	1	(1506)	100	meishu/ui/wupin/60804.png	1
1605	0	战神披风	0	6	5	16	2	1	"(1,1,2400,1200,1,2,3,4,5,6,7,8,9,10)(2,1,1050,105,1,2,3,4,5,6,7,8,9,10)(4,1,10,0)"	0	meishu/ui/wupin/61605.png	0
8039	0	远征军宝箱	打开可以获得：虎符 进阶符 高级招募令 天龙披风 精铁	0	2	8	0	1	(1507)	100	meishu/ui/wupin/60808.png	1
8040	0	VIP11特惠礼包	打开可以获得：突飞令*5000 进阶符*300 高级招募令*35 玄铁*35	0	4	8	0	1	(1508)	100	meishu/ui/wupin/60806.png	1
29001	0	10功勋卡	使用以后可以获得10点功勋	0	2	35	0	1	(10)	1	meishu/ui/wupin/62901.png	4
29002	0	50功勋卡	使用以后可以获得50点功勋	0	3	35	0	1	(50)	1	meishu/ui/wupin/62901.png	4
29003	0	100功勋卡	使用以后可以获得100点功勋	0	4	35	0	1	(100)	1	meishu/ui/wupin/62901.png	4
29004	0	始皇英灵	秦始皇率领僵尸军团穿越时空来袭，击杀他的主公将可以获得始皇收集的绝世秘宝！	0	5	35	0	1	(0)	1	meishu/ui/wupin/81001.png	0
40001	0	藤条	可在屯田区使用，抽打奴隶，普普通通的竹条，可以用来吓吓犯人，鞭笞一次可获得少量铜币！增加囚禁时间20秒。	0	1	36	0	1	(1)	1	meishu/ui/wupin/63001.png	0
40002	0	狼牙棒	可在屯田区使用，对奴隶使用，想让奴隶体验下痛不欲生的感觉吗？试试这个！！鞭笞一次可获得大量铜币！增加囚禁时间60秒。	0	3	36	0	1	(2)	1	meishu/ui/wupin/63003.png	0
40003	0	菊花蚕	可在屯田区使用，鞭笞奴隶，表似雪莲，心如蛇蝎；抽打后全服公告！鞭笞一次可获得海量铜币！增加囚禁时间160秒。	0	5	36	0	1	(3)	1	meishu/ui/wupin/63005.png	0
30001	0	一流神兽[魂]	收集10个一流神兽[魂]，可以获得一个一流神兽	0	5	38	0	1	(4)	0	meishu/ui/wupin/70001.png	3
30002	0	神兽蛋	一颗神秘的蛋	0	4	39	0	1	(50001)	0	meishu/ui/wupin/70002.png	0
30003	0	[魂]夫诸	"收集10个[魂]夫诸,可以招募出夫诸"	0	4	38	0	1	(160001)	0	meishu/ui/wupin/36001.png	3
30004	0	[魂]蜚	"收集10个[魂]蜚,可以招募出蜚"	0	4	38	0	1	(160002)	0	meishu/ui/wupin/36002.png	3
30005	0	[魂]火光兽	"收集10个[魂]火光兽,可以招募出火光兽"	0	4	38	0	1	(160003)	0	meishu/ui/wupin/36003.png	3
30006	0	[魂]祸斗	"收集10个[魂]祸斗,可以招募出祸斗"	0	4	38	0	1	(160004)	0	meishu/ui/wupin/36004.png	3
30007	0	[魂]独角兽	"收集10个[魂]独角兽,可以招募出独角兽"	0	4	41	0	1	(161001)	0	meishu/ui/wupin/36101.png	3
30008	0	[魂]兕	"收集10个[魂]兕,可以招募出兕"	0	4	41	0	1	(161002)	0	meishu/ui/wupin/36102.png	3
30009	0	[魂]雷神	"收集10个[魂]雷神,可以招募出雷神"	0	4	41	0	1	(161003)	0	meishu/ui/wupin/36103.png	3
30010	0	[魂]重明鸟	"收集10个[魂]重明鸟,可以招募出重明鸟"	0	4	41	0	1	(161004)	0	meishu/ui/wupin/36104.png	3
31001	0	1级鼓舞-弓	提升己方所有远程系士兵攻击1%	0	1	40	0	1	(31002)	0	meishu/ui/wupin/71001.png	0
31002	0	2级鼓舞-弓	提升己方所有远程系士兵攻击3%	0	1	40	0	2	(31003)	0	meishu/ui/wupin/71001.png	0
31003	0	3级鼓舞-弓	提升己方所有远程系士兵攻击6%	0	1	40	0	3	(31004)	0	meishu/ui/wupin/71001.png	0
31004	0	4级鼓舞-弓	提升己方所有远程系士兵攻击10%	0	1	40	0	4	(31005)	0	meishu/ui/wupin/71001.png	0
31005	0	5级鼓舞-弓	提升己方所有远程系士兵攻击16%	0	1	40	0	5	(31006)	0	meishu/ui/wupin/71001.png	0
31006	0	6级鼓舞-弓	提升己方所有远程系士兵攻击26%	0	1	40	0	6	(31007)	0	meishu/ui/wupin/71001.png	0
31007	0	7级鼓舞-弓	提升己方所有远程系士兵攻击52%	0	1	40	0	7	(31008)	0	meishu/ui/wupin/71001.png	0
31008	0	8级鼓舞-弓	提升己方所有远程系士兵攻击100%	0	1	40	0	8	(31009)	0	meishu/ui/wupin/71001.png	0
31009	0	9级鼓舞-弓	提升己方所有远程系士兵攻击200%	0	1	40	0	9	(0)	0	meishu/ui/wupin/71001.png	0
31010	0	1级强壮-弓	提升己方所有远程系士兵血量1%	0	1	40	0	1	(31011)	0	meishu/ui/wupin/71002.png	0
31011	0	2级强壮-弓	提升己方所有远程系士兵血量3%	0	1	40	0	2	(31012)	0	meishu/ui/wupin/71002.png	0
31012	0	3级强壮-弓	提升己方所有远程系士兵血量6%	0	1	40	0	3	(31013)	0	meishu/ui/wupin/71002.png	0
31013	0	4级强壮-弓	提升己方所有远程系士兵血量10%	0	1	40	0	4	(31014)	0	meishu/ui/wupin/71002.png	0
31014	0	5级强壮-弓	提升己方所有远程系士兵血量16%	0	1	40	0	5	(31015)	0	meishu/ui/wupin/71002.png	0
31015	0	6级强壮-弓	提升己方所有远程系士兵血量26%	0	1	40	0	6	(31016)	0	meishu/ui/wupin/71002.png	0
31016	0	7级强壮-弓	提升己方所有远程系士兵血量52%	0	1	40	0	7	(31017)	0	meishu/ui/wupin/71002.png	0
31017	0	8级强壮-弓	提升己方所有远程系士兵血量100%	0	1	40	0	8	(31018)	0	meishu/ui/wupin/71002.png	0
31018	0	9级强壮-弓	提升己方所有远程系士兵血量200%	0	1	40	0	9	(0)	0	meishu/ui/wupin/71002.png	0
31019	0	1级鼓舞-盾	提升己方所有防御系士兵攻击1%	0	1	40	0	1	(31020)	0	meishu/ui/wupin/71003.png	0
31020	0	2级鼓舞-盾	提升己方所有防御系士兵攻击3%	0	1	40	0	2	(31021)	0	meishu/ui/wupin/71003.png	0
31021	0	3级鼓舞-盾	提升己方所有防御系士兵攻击6%	0	1	40	0	3	(31022)	0	meishu/ui/wupin/71003.png	0
31022	0	4级鼓舞-盾	提升己方所有防御系士兵攻击10%	0	1	40	0	4	(31023)	0	meishu/ui/wupin/71003.png	0
31023	0	5级鼓舞-盾	提升己方所有防御系士兵攻击16%	0	1	40	0	5	(31024)	0	meishu/ui/wupin/71003.png	0
31024	0	6级鼓舞-盾	提升己方所有防御系士兵攻击26%	0	1	40	0	6	(31025)	0	meishu/ui/wupin/71003.png	0
31025	0	7级鼓舞-盾	提升己方所有防御系士兵攻击52%	0	1	40	0	7	(31026)	0	meishu/ui/wupin/71003.png	0
31026	0	8级鼓舞-盾	提升己方所有防御系士兵攻击100%	0	1	40	0	8	(31027)	0	meishu/ui/wupin/71003.png	0
31027	0	9级鼓舞-盾	提升己方所有防御系士兵攻击200%	0	1	40	0	9	(0)	0	meishu/ui/wupin/71003.png	0
31028	0	1级强壮-盾	提升己方所有防御系士兵血量1%	0	1	40	0	1	(31029)	0	meishu/ui/wupin/71004.png	0
31029	0	2级强壮-盾	提升己方所有防御系士兵血量3%	0	1	40	0	2	(31030)	0	meishu/ui/wupin/71004.png	0
31030	0	3级强壮-盾	提升己方所有防御系士兵血量6%	0	1	40	0	3	(31031)	0	meishu/ui/wupin/71004.png	0
31031	0	4级强壮-盾	提升己方所有防御系士兵血量10%	0	1	40	0	4	(31032)	0	meishu/ui/wupin/71004.png	0
31032	0	5级强壮-盾	提升己方所有防御系士兵血量16%	0	1	40	0	5	(31033)	0	meishu/ui/wupin/71004.png	0
31033	0	6级强壮-盾	提升己方所有防御系士兵血量26%	0	1	40	0	6	(31034)	0	meishu/ui/wupin/71004.png	0
31034	0	7级强壮-盾	提升己方所有防御系士兵血量52%	0	1	40	0	7	(31035)	0	meishu/ui/wupin/71004.png	0
31035	0	8级强壮-盾	提升己方所有防御系士兵血量100%	0	1	40	0	8	(31036)	0	meishu/ui/wupin/71004.png	0
31036	0	9级强壮-盾	提升己方所有防御系士兵血量200%	0	1	40	0	9	(0)	0	meishu/ui/wupin/71004.png	0
31037	0	1级鼓舞-枪	提升己方所有攻击系士兵攻击1%	0	1	40	0	1	(31038)	0	meishu/ui/wupin/71005.png	0
31038	0	2级鼓舞-枪	提升己方所有攻击系士兵攻击3%	0	1	40	0	2	(31039)	0	meishu/ui/wupin/71005.png	0
31039	0	3级鼓舞-枪	提升己方所有攻击系士兵攻击6%	0	1	40	0	3	(31040)	0	meishu/ui/wupin/71005.png	0
31040	0	4级鼓舞-枪	提升己方所有攻击系士兵攻击10%	0	1	40	0	4	(31041)	0	meishu/ui/wupin/71005.png	0
31041	0	5级鼓舞-枪	提升己方所有攻击系士兵攻击16%	0	1	40	0	5	(31042)	0	meishu/ui/wupin/71005.png	0
31042	0	6级鼓舞-枪	提升己方所有攻击系士兵攻击26%	0	1	40	0	6	(31043)	0	meishu/ui/wupin/71005.png	0
31043	0	7级鼓舞-枪	提升己方所有攻击系士兵攻击52%	0	1	40	0	7	(31044)	0	meishu/ui/wupin/71005.png	0
31044	0	8级鼓舞-枪	提升己方所有攻击系士兵攻击100%	0	1	40	0	8	(31045)	0	meishu/ui/wupin/71005.png	0
31045	0	9级鼓舞-枪	提升己方所有攻击系士兵攻击200%	0	1	40	0	9	(0)	0	meishu/ui/wupin/71005.png	0
31046	0	1级强壮-枪	提升己方所有攻击系士兵血量1%	0	1	40	0	1	(31047)	0	meishu/ui/wupin/71006.png	0
31047	0	2级强壮-枪	提升己方所有攻击系士兵血量3%	0	1	40	0	2	(31048)	0	meishu/ui/wupin/71006.png	0
31048	0	3级强壮-枪	提升己方所有攻击系士兵血量6%	0	1	40	0	3	(31049)	0	meishu/ui/wupin/71006.png	0
31049	0	4级强壮-枪	提升己方所有攻击系士兵血量10%	0	1	40	0	4	(31050)	0	meishu/ui/wupin/71006.png	0
31050	0	5级强壮-枪	提升己方所有攻击系士兵血量16%	0	1	40	0	5	(31051)	0	meishu/ui/wupin/71006.png	0
31051	0	6级强壮-枪	提升己方所有攻击系士兵血量26%	0	1	40	0	6	(31052)	0	meishu/ui/wupin/71006.png	0
31052	0	7级强壮-枪	提升己方所有攻击系士兵血量52%	0	1	40	0	7	(31053)	0	meishu/ui/wupin/71006.png	0
31053	0	8级强壮-枪	提升己方所有攻击系士兵血量100%	0	1	40	0	8	(31054)	0	meishu/ui/wupin/71006.png	0
31054	0	9级强壮-枪	提升己方所有攻击系士兵血量200%	0	1	40	0	9	(0)	0	meishu/ui/wupin/71006.png	0
31055	0	1级天罚-弓	己方上阵士兵受到弓系士兵伤害减免1%	0	1	40	0	1	(31056)	0	meishu/ui/wupin/71007.png	0
31056	0	2级天罚-弓	己方上阵士兵受到弓系士兵伤害减免3%	0	1	40	0	2	(31057)	0	meishu/ui/wupin/71007.png	0
31057	0	3级天罚-弓	己方上阵士兵受到弓系士兵伤害减免5%	0	1	40	0	3	(31058)	0	meishu/ui/wupin/71007.png	0
31058	0	4级天罚-弓	己方上阵士兵受到弓系士兵伤害减免9%	0	1	40	0	4	(31059)	0	meishu/ui/wupin/71007.png	0
31059	0	5级天罚-弓	己方上阵士兵受到弓系士兵伤害减免14%	0	1	40	0	5	(31060)	0	meishu/ui/wupin/71007.png	0
31060	0	6级天罚-弓	己方上阵士兵受到弓系士兵伤害减免21%	0	1	40	0	6	(31061)	0	meishu/ui/wupin/71007.png	0
31061	0	7级天罚-弓	己方上阵士兵受到弓系士兵伤害减免34%	0	1	40	0	7	(31062)	0	meishu/ui/wupin/71007.png	0
31062	0	8级天罚-弓	己方上阵士兵受到弓系士兵伤害减免50%	0	1	40	0	8	(31063)	0	meishu/ui/wupin/71007.png	0
31063	0	9级天罚-弓	己方上阵士兵受到弓系士兵伤害减免66%	0	1	40	0	9	(0)	0	meishu/ui/wupin/71007.png	0
31064	0	1级天罚-盾	己方上阵士兵受到盾系士兵伤害减免1%	0	1	40	0	1	(31065)	0	meishu/ui/wupin/71008.png	0
31065	0	2级天罚-盾	己方上阵士兵受到盾系士兵伤害减免3%	0	1	40	0	2	(31066)	0	meishu/ui/wupin/71008.png	0
31066	0	3级天罚-盾	己方上阵士兵受到盾系士兵伤害减免5%	0	1	40	0	3	(31067)	0	meishu/ui/wupin/71008.png	0
31067	0	4级天罚-盾	己方上阵士兵受到盾系士兵伤害减免9%	0	1	40	0	4	(31068)	0	meishu/ui/wupin/71008.png	0
31068	0	5级天罚-盾	己方上阵士兵受到盾系士兵伤害减免14%	0	1	40	0	5	(31069)	0	meishu/ui/wupin/71008.png	0
31069	0	6级天罚-盾	己方上阵士兵受到盾系士兵伤害减免21%	0	1	40	0	6	(31070)	0	meishu/ui/wupin/71008.png	0
31070	0	7级天罚-盾	己方上阵士兵受到盾系士兵伤害减免34%	0	1	40	0	7	(31071)	0	meishu/ui/wupin/71008.png	0
31071	0	8级天罚-盾	己方上阵士兵受到盾系士兵伤害减免50%	0	1	40	0	8	(31072)	0	meishu/ui/wupin/71008.png	0
31072	0	9级天罚-盾	己方上阵士兵受到盾系士兵伤害减免66%	0	1	40	0	9	(0)	0	meishu/ui/wupin/71008.png	0
31073	0	1级天罚-枪	己方上阵士兵受到枪系士兵伤害减免1%	0	1	40	0	1	(31074)	0	meishu/ui/wupin/71009.png	0
31074	0	2级天罚-枪	己方上阵士兵受到枪系士兵伤害减免3%	0	1	40	0	2	(31075)	0	meishu/ui/wupin/71009.png	0
31075	0	3级天罚-枪	己方上阵士兵受到枪系士兵伤害减免5%	0	1	40	0	3	(31076)	0	meishu/ui/wupin/71009.png	0
31076	0	4级天罚-枪	己方上阵士兵受到枪系士兵伤害减免9%	0	1	40	0	4	(31077)	0	meishu/ui/wupin/71009.png	0
31077	0	5级天罚-枪	己方上阵士兵受到枪系士兵伤害减免14%	0	1	40	0	5	(31078)	0	meishu/ui/wupin/71009.png	0
31078	0	6级天罚-枪	己方上阵士兵受到枪系士兵伤害减免21%	0	1	40	0	6	(31079)	0	meishu/ui/wupin/71009.png	0
31079	0	7级天罚-枪	己方上阵士兵受到枪系士兵伤害减免34%	0	1	40	0	7	(31080)	0	meishu/ui/wupin/71009.png	0
31080	0	8级天罚-枪	己方上阵士兵受到枪系士兵伤害减免50%	0	1	40	0	8	(31081)	0	meishu/ui/wupin/71009.png	0
31081	0	9级天罚-枪	己方上阵士兵受到枪系士兵伤害减免66%	0	1	40	0	9	(0)	0	meishu/ui/wupin/71009.png	0
8041	0	军情奖励	打开有几率获得：5W铜钱袋，10W铜钱袋，高招，玄铁，天龙幸运宝箱	0	4	8	0	1	(1509)	0	meishu/ui/wupin/60812.png	1
8042	0	血量符文箱	打开随机获得3系中一系的血量符文*1	0	2	8	0	1	(1511)	0	meishu/ui/wupin/60809.png	1
8043	0	攻击符文箱	打开随机获得3系中一系的攻击符文*1	0	2	8	0	1	(1510)	0	meishu/ui/wupin/60810.png	1
8044	0	天罚符文箱	打开随机获得3系中一系的天罚符文*1	0	2	8	0	1	(1512)	0	meishu/ui/wupin/60811.png	1
8045	0	血量符文礼包	打开随机获得3系中一系的血量符文*10	0	4	8	0	1	(1514)	0	meishu/ui/wupin/60809.png	1
8046	0	攻击系符文礼包	打开随机获得3系中一系的攻击符文*10	0	4	8	0	1	(1513)	0	meishu/ui/wupin/60810.png	1
8047	0	天罚系符文礼包	打开随机获得3系中一系的天罚符文*10	0	4	8	0	1	(1515)	6	meishu/ui/wupin/60811.png	1
40006	0	神兽锤	用于神兽砸蛋，使用后概率获得碎片或者神兽	0	4	36	0	1	(6)	0	meishu/ui/wupin/63006.png	0
8048	0	120级礼包	获得：500000铜钱 50个加速符 50个突飞令 40个中级招募令 30个精铁	0	4	8	0	120	(1516)	0	meishu/ui/wupin/60804.png	1
8049	0	始皇遗宝	打开可以获得30W铜钱 天龙披风	0	4	8	0	1	(1517)	0	meishu/ui/wupin/60813.png	1
8050	0	军魂宝箱	打开可以随机获得20W铜钱 一流将魂*1 进阶符*10 天龙宝箱*1 4级攻击系符文箱*1 天龙披风*1	0	4	8	0	1	(1518)	0	meishu/ui/wupin/60814.png	1
8051	0	秦军宝箱	打开可以随机获得 初招 中招 高招 生铁 精铁 进阶符 虎符 	0	3	8	0	1	(1519)	0	meishu/ui/wupin/60815.png	1
8052	0	禁卫宝箱	0	0	3	8	0	1	(1520)	0	meishu/ui/wupin/60804.png	1
8053	0	4级攻击系符文箱	打开随机获得一个攻击系符文	0	4	8	0	1	(1521)	0	meishu/ui/wupin/60811.png	1
8054	0	古之恶来礼包	典韦，陈留己吾人，建安二年，典韦为护曹操，身无片甲，上下被数十枪，战死，群贼不敢近，曹操称其为“古之恶来”！打开随机获得一流典韦魂，进阶符X6，突飞X8，铜钱10W！	0	4	8	0	1	(1522)	0	meishu/ui/wupin/60804.png	1
