编号	设计类型	开启	名称	描述	头像	全身像	卡牌形象	序列帧	星级	品质	等级	类别	类型	生命	攻击	攻速	攻距Min	攻距	速度	人口	生命up	攻击up	技能名称	普通攻击	技能攻击	技能攻击2	技能攻击3	技能CD	普通攻击伤害系数	技能1伤害系数	技能2伤害系数	技能3伤害系数	技能图标	技能品质	长度	宽度	是否能转生	升星等级	获取方式	资质	仇恨范围X(单位：格子)	仇恨范围Y(单位：格子)					
10107	30	1	大盾兵	初级防御兵种，对单个敌人造成伤害。	10106	10106	0	10106	1	2	1	1	2	1175	220	100	0	1	300	1	118	22	0	55107	0	0	0	0	100	0	0	0	0	0	1	1	0	0	科技	0	15	5					
10108	30	1	精英盾兵	初级防御兵种，对单个敌人造成伤害。	10106	10106	0	10106	1	3	1	1	2	1300	245	100	0	1	300	1	130	25	0	55108	0	0	0	0	100	0	0	0	0	0	1	1	0	0	科技	0	15	5					
10109	30	1	禁卫盾兵	初级防御兵种，对单个敌人造成伤害。	10109	10109	0	10109	1	4	1	1	2	1475	275	100	0	1	300	1	148	28	0	55109	0	0	0	0	100	0	0	0	0	0	1	1	0	0	科技	0	15	5					
10110	30	1	白虎铁卫	初级防御兵种，对单个敌人造成伤害。	10110	10110	0	10110	1	5	1	1	2	1700	310	100	0	1	300	1	170	31	0	55110	0	0	0	0	100	0	0	0	0	0	1	1	0	0	科技	0	15	5					
10111	30	1	白虎铁卫	初级防御兵种，对单个敌人造成伤害。	10110	10110	0	10110	1	6	1	1	2	1950	783	100	0	1	300	1	195	78	0	55111	0	0	0	0	100	0	0	0	0	0	1	1	0	0	进阶	0	15	5					
10112	30	1	白虎铁卫	初级防御兵种，对单个敌人造成伤害。	10110	10110	0	10110	1	7	1	1	2	2038	823	100	0	1	300	1	204	82	0	55112	0	0	0	0	100	0	0	0	0	0	1	1	0	0	进阶	0	15	5					
10113	30	1	白虎铁卫	初级防御兵种，对单个敌人造成伤害。	10110	10110	0	10110	1	8	1	1	2	2126	863	100	0	1	300	1	213	86	0	55113	0	0	0	0	100	0	0	0	0	0	1	1	0	0	进阶	0	15	5					
10114	30	1	白虎铁卫	初级防御兵种，对单个敌人造成伤害。	10110	10110	0	10110	1	9	1	1	2	2214	903	100	0	1	300	1	221	90	0	55114	0	0	0	0	100	0	0	0	0	0	1	1	0	0	进阶	0	15	5					
10115	30	1	远古铁卫	初级防御兵种，对单个敌人造成伤害。	0	0	0	0	1	10	1	1	2	2390	982	100	0	1	300	1	239	98	0	55115	0	0	0	0	100	0	0	0	0	0	1	1	0	0	进阶	0	15	5					
10116	32	1	藤甲兵	中级防御兵种，身穿藤甲的士兵，对单个敌人造成伤害。	10116	10116	0	10116	2	1	1	1	2	6600	1000	100	0	1	300	5	660	100	0	55116	0	0	0	0	100	0	0	0	0	0	1	1	0	0	默认	0	15	5					
10117	32	1	藤甲戍卫	中级防御兵种，身穿藤甲的士兵，对单个敌人造成伤害。	10116	10116	0	10116	2	2	1	1	2	7050	1100	100	0	1	300	5	705	110	0	55117	0	0	0	0	100	0	0	0	0	0	1	1	0	0	科技	0	15	5					
10118	32	1	精英藤甲	中级防御兵种，身穿藤甲的士兵，对单个敌人造成伤害。	10116	10116	0	10116	2	3	1	1	2	7800	1225	100	0	1	300	5	780	123	0	55118	0	0	0	0	100	0	0	0	0	0	1	1	0	0	科技	0	15	5					
10119	32	1	禁卫藤甲	中级防御兵种，身穿藤甲的士兵，对单个敌人造成伤害。	10119	10119	0	10119	2	4	1	1	2	8850	1375	100	0	1	300	5	885	138	0	55119	0	0	0	0	100	0	0	0	0	0	1	1	0	0	科技	0	15	5					
10120	32	1	神农卫队	中级防御兵种，身穿藤甲的士兵，对单个敌人造成伤害。	10120	10120	0	10120	2	5	1	1	2	10200	1550	100	0	1	300	5	1020	155	0	55120	0	0	0	0	100	0	0	0	0	0	1	1	0	0	科技	0	15	5					
10121	32	1	神农卫队	中级防御兵种，身穿藤甲的士兵，对单个敌人造成伤害。	10120	10120	0	10120	2	6	1	1	2	9750	4309	100	0	1	200	5	975	431	0	55121	0	0	0	0	100	0	0	0	0	0	1	1	0	0	进阶	0	15	5					
10122	32	1	神农卫队	中级防御兵种，身穿藤甲的士兵，对单个敌人造成伤害。	10120	10120	0	10120	2	7	1	1	2	10190	4527	100	0	1	300	5	1019	453	0	55122	0	0	0	0	100	0	0	0	0	0	1	1	0	0	进阶	0	15	5					
10123	32	1	神农卫队	中级防御兵种，身穿藤甲的士兵，对单个敌人造成伤害。	10120	10120	0	10120	2	8	1	1	2	10630	4745	100	0	1	300	5	1063	475	0	55123	0	0	0	0	100	0	0	0	0	0	1	1	0	0	进阶	0	15	5					
10124	32	1	神农卫队	中级防御兵种，身穿藤甲的士兵，对单个敌人造成伤害。	10120	10120	0	10120	2	9	1	1	2	11070	4967	100	0	1	300	5	1107	497	0	55124	0	0	0	0	100	0	0	0	0	0	1	1	0	0	进阶	0	15	5					
10125	32	1	远古藤甲	中级防御兵种，身穿藤甲的士兵，对单个敌人造成伤害。	0	0	0	0	2	10	1	1	2	11950	5403	100	0	1	300	5	1195	540	0	55125	0	0	0	0	100	0	0	0	0	0	1	1	0	0	进阶	0	15	5					
10126	33	1	铁甲兵	中级防御兵种，身穿铁甲的士兵，对范围敌人造成伤害。	10126	10126	0	10126	2	1	1	1	2	6600	700	100	0	1	200	5	660	70	0	55126	0	0	0	0	100	0	0	0	0	0	1	1	0	0	默认	0	15	5					
10127	33	1	重甲兵	中级防御兵种，身穿铁甲的士兵，对范围敌人造成伤害。	10126	10126	0	10126	2	2	1	1	2	7050	770	100	0	1	200	5	705	77	0	55127	0	0	0	0	100	0	0	0	0	0	1	1	0	0	科技	0	15	5					
10128	33	1	精英重甲	中级防御兵种，身穿铁甲的士兵，对范围敌人造成伤害。	10126	10126	0	10126	2	3	1	1	2	7800	858	100	0	1	200	5	780	86	0	55128	0	0	0	0	100	0	0	0	0	0	1	1	0	0	科技	0	15	5					
10129	33	1	禁卫重甲	中级防御兵种，身穿铁甲的士兵，对范围敌人造成伤害。	10129	10129	0	10129	2	4	1	1	2	8850	963	100	0	1	200	5	885	96	0	55129	0	0	0	0	100	0	0	0	0	0	1	1	0	0	科技	0	15	5					
10130	33	1	刑天铁卫	中级防御兵种，身穿铁甲的士兵，对范围敌人造成伤害。	10130	10130	0	10130	2	5	1	1	2	10200	1085	100	0	1	200	5	1020	109	0	55130	0	0	0	0	100	0	0	0	0	0	1	1	0	0	科技	0	15	5					
10131	33	1	刑天铁卫	中级防御兵种，身穿铁甲的士兵，对范围敌人造成伤害。	10130	10130	0	10130	2	6	1	1	2	10725	1436	100	0	1	200	5	1073	144	0	55131	0	0	0	0	100	0	0	0	0	0	1	1	0	0	进阶	0	15	5					
10132	33	1	刑天铁卫	中级防御兵种，身穿铁甲的士兵，对范围敌人造成伤害。	10130	10130	0	10130	2	7	1	1	2	11209	1509	100	0	1	300	5	1121	151	0	55132	0	0	0	0	100	0	0	0	0	0	1	1	0	0	进阶	0	15	5					
10133	33	1	刑天铁卫	中级防御兵种，身穿铁甲的士兵，对范围敌人造成伤害。	10130	10130	0	10130	2	8	1	1	2	11693	1582	100	0	1	300	5	1169	158	0	55133	0	0	0	0	100	0	0	0	0	0	1	1	0	0	进阶	0	15	5					
10134	33	1	刑天铁卫	中级防御兵种，身穿铁甲的士兵，对范围敌人造成伤害。	10130	10130	0	10130	2	9	1	1	2	12177	1656	100	0	1	300	5	1218	166	0	55134	0	0	0	0	100	0	0	0	0	0	1	1	0	0	进阶	0	15	5					
10135	33	1	远古铁甲	中级防御兵种，身穿铁甲的士兵，对范围敌人造成伤害。	0	0	0	0	2	10	1	1	2	13145	1801	100	0	1	300	5	1315	180	0	55135	0	0	0	0	100	0	0	0	0	0	1	1	0	0	进阶	0	15	5					
10136	34	1	雪人	高级防御兵种，成长于极寒地带，具有极高的生命，对单个敌人造成伤害。	10136	10136	0	10136	3	1	1	1	2	15840	2600	100	0	1	300	10	1584	260	0	55136	0	0	0	0	100	0	0	0	0	0	1	1	0	0	默认	0	15	5					
10137	34	1	暴雪人	高级防御兵种，秦始皇的兵马俑，具有极高的生命，对单个敌人造成伤害。	10136	10136	0	10136	3	2	1	1	2	16920	2860	100	0	1	300	10	1692	286	0	55137	0	0	0	0	100	0	0	0	0	0	1	1	0	0	科技	0	15	5					
10138	34	1	精英雪人	高级防御兵种，秦始皇的兵马俑，具有极高的生命，对单个敌人造成伤害。	10136	10136	0	10136	3	3	1	1	2	18720	3185	100	0	1	300	10	1872	319	0	55138	0	0	0	0	100	0	0	0	0	0	1	1	0	0	科技	0	15	5					
10139	34	1	禁卫雪人	高级防御兵种，秦始皇的兵马俑，具有极高的生命，对单个敌人造成伤害。	10139	10139	0	10139	3	4	1	1	2	21240	3575	100	0	1	300	10	2124	358	0	55139	0	0	0	0	100	0	0	0	0	0	1	1	0	0	科技	0	15	5					
10140	34	1	寒冰雪人	高级防御兵种，秦始皇的兵马俑，具有极高的生命，对单个敌人造成伤害。	10140	10140	0	10140	3	5	1	1	2	24480	4030	100	0	1	300	10	2448	403	0	55140	0	0	0	0	100	0	0	0	0	0	1	1	0	0	科技	0	15	5					
10141	34	1	寒冰雪人	高级防御兵种，秦始皇的兵马俑，具有极高的生命，对单个敌人造成伤害。	10140	10140	0	10140	3	6	1	1	2	23400	7835	100	0	1	200	10	2340	784	0	55141	0	0	0	0	100	0	0	0	0	0	1	1	0	0	进阶	0	15	5					
10142	34	1	寒冰雪人	高级防御兵种，秦始皇的兵马俑，具有极高的生命，对单个敌人造成伤害。	10140	10140	0	10140	3	7	1	1	2	65040	2613	100	0	1	300	10	6504	261	0	55142	0	0	0	0	100	0	0	0	0	0	1	1	0	0	进阶	0	15	5					
10143	34	1	寒冰雪人	高级防御兵种，秦始皇的兵马俑，具有极高的生命，对单个敌人造成伤害。	10140	10140	0	10140	3	8	1	1	2	67680	2745	100	0	1	300	10	6768	275	0	55143	0	0	0	0	100	0	0	0	0	0	1	1	0	0	进阶	0	15	5					
10144	34	1	寒冰雪人	高级防御兵种，秦始皇的兵马俑，具有极高的生命，对单个敌人造成伤害。	10140	10140	0	10140	3	9	1	1	2	70320	2880	100	0	1	300	10	7032	288	0	55144	0	0	0	0	100	0	0	0	0	0	1	1	0	0	进阶	0	15	5					
10145	34	1	远古雪人	高级防御兵种，秦始皇的兵马俑，具有极高的生命，对单个敌人造成伤害。	0	0	0	0	3	10	1	1	2	75600	3144	100	0	1	300	10	7560	314	0	55145	0	0	0	0	100	0	0	0	0	0	1	1	0	0	进阶	0	15	5					
10146	35	1	碾车	高级防御兵种，装有碾轮的战车，抗打能力极强，对范围敌人造成伤害。	10146	10146	0	10146	3	1	1	1	2	14256	433	500	0	1	150	10	1426	43	0	55146	0	0	0	0	100	0	0	0	0	0	1	1	0	0	默认	0	15	5					
10147	35	1	重碾车	高级防御兵种，装有碾轮的战车，抗打能力极强，对范围敌人造成伤害。	10146	10146	0	10146	3	2	1	1	2	15228	477	500	0	1	150	10	1523	48	0	55147	0	0	0	0	100	0	0	0	0	0	1	1	0	0	科技	0	15	5					
10148	35	1	精英碾车	高级防御兵种，装有碾轮的战车，抗打能力极强，对范围敌人造成伤害。	10146	10146	0	10146	3	3	1	1	2	16848	531	500	0	1	150	10	1685	53	0	55148	0	0	0	0	100	0	0	0	0	0	1	1	0	0	科技	0	15	5					
10149	35	1	禁卫碾车	高级防御兵种，装有碾轮的战车，抗打能力极强，对范围敌人造成伤害。	10149	10149	0	10149	3	4	1	1	2	19116	596	500	0	1	150	10	1912	60	0	55149	0	0	0	0	100	0	0	0	0	0	1	1	0	0	科技	0	15	5					
10150	35	1	鲁公战车	高级防御兵种，装有碾轮的战车，抗打能力极强，对范围敌人造成伤害。	10150	10150	0	10150	3	5	1	1	2	22032	672	500	0	1	150	10	2203	67	0	55150	0	0	0	0	100	0	0	0	0	0	1	1	0	0	科技	0	15	5					
10151	35	1	鲁公战车	高级防御兵种，装有碾轮的战车，抗打能力极强，对范围敌人造成伤害。	10150	10150	0	10150	3	6	1	1	2	25350	261	1000	0	1	150	10	2535	26	0	55151	0	0	0	0	100	0	0	0	0	0	1	1	0	0	进阶	0	15	5					
10152	35	1	鲁公战车	高级防御兵种，装有碾轮的战车，抗打能力极强，对范围敌人造成伤害。	10150	10150	0	10150	3	7	1	1	2	26494	274	1000	0	1	300	10	2649	27	0	55152	0	0	0	0	100	0	0	0	0	0	1	1	0	0	进阶	0	15	5					
10153	35	1	鲁公战车	高级防御兵种，装有碾轮的战车，抗打能力极强，对范围敌人造成伤害。	10150	10150	0	10150	3	8	1	1	2	27638	288	1000	0	1	300	10	2764	29	0	55153	0	0	0	0	100	0	0	0	0	0	1	1	0	0	进阶	0	15	5					
10154	35	1	鲁公战车	高级防御兵种，装有碾轮的战车，抗打能力极强，对范围敌人造成伤害。	10150	10150	0	10150	3	9	1	1	2	28782	301	1000	0	1	300	10	2878	30	0	55154	0	0	0	0	100	0	0	0	0	0	1	1	0	0	进阶	0	15	5					
10155	35	1	远古碾车	高级防御兵种，装有碾轮的战车，抗打能力极强，对范围敌人造成伤害。	0	0	0	0	3	10	1	1	2	31070	327	1000	0	1	300	10	3107	33	0	55155	0	0	0	0	100	0	0	0	0	0	1	1	0	0	进阶	0	15	5					
5001	101	1	伊籍	无	5001	5001	5001	5001	1	1	1	2	1	7159	620	100	0	2	300	10	865	46	初级冰天雪地	55156	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	1	15	5					
5002	102	1	孙乾	无	5001	5001	5001	5001	1	1	1	2	1	6603	884	100	0	2	300	10	558	75	初级漫天花舞	55157	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	1	15	5					
5003	103	1	糜竺	无	5003	5003	5003	5003	1	1	1	2	3	8132	728	50	0	12	300	10	806	54	初级大地狂啸	55158	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	1	15	5					
5004	104	1	简雍	无	5003	5003	5003	5003	1	1	1	2	3	6242	904	50	0	12	300	10	847	69	初级天罡拳	55159	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	1	15	5					
5005	105	1	袁耀	无	5001	5001	5001	5001	1	1	1	2	1	5536	758	100	0	2	300	10	555	52	初级冰天雪地	55160	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	1	15	5					
5006	106	1	袁胤	无	5001	5001	5001	5001	1	1	1	2	1	5752	752	100	0	2	300	10	693	64	初级漫天花舞	55161	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	1	15	5					
5007	107	1	韩馥	无	5003	5003	5003	5003	1	1	1	2	3	7184	816	50	0	12	300	10	726	54	初级大地狂啸	55162	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	1	15	5					
5008	108	1	赵范	无	5003	5003	5003	5003	1	1	1	2	3	8609	902	50	0	12	300	10	671	51	初级天罡拳	55163	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	1	15	5					
5009	109	1	刘度	无	5001	5001	5001	5001	1	1	1	2	1	7093	854	100	0	2	300	10	688	52	初级冰天雪地	55164	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	1	15	5					
5010	110	1	孙綝	无	5001	5001	5001	5001	1	1	1	2	1	8347	798	100	0	2	300	10	797	57	初级漫天花舞	55165	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	1	15	5					
5011	111	1	张绍	无	5003	5003	5003	5003	1	1	1	2	3	6448	626	50	0	12	300	10	738	73	初级大地狂啸	55166	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	1	15	5					
5012	112	1	刘璇	无	5003	5003	5003	5003	1	1	1	2	3	5553	690	50	0	12	300	10	484	69	初级天罡拳	55167	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	1	15	5					
5013	113	1	刘禅	无	5001	5001	5001	5001	1	1	1	2	1	7996	876	100	0	2	300	10	725	55	初级冰天雪地	55168	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	1	15	5					
5014	114	1	杨松	无	5001	5001	5001	5001	1	1	1	2	1	7600	982	100	0	2	300	10	829	67	初级漫天花舞	55169	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	1	15	5					
5015	115	1	曹奂	无	5003	5003	5003	5003	1	1	1	2	3	7866	844	50	0	12	300	10	754	54	初级大地狂啸	55170	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	1	15	5					
5016	116	1	曹爽	无	5003	5003	5003	5003	1	1	1	2	3	4987	936	50	0	12	300	10	679	64	初级天罡拳	55171	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	1	15	5					
5017	117	1	曹芳	无	5001	5001	5001	5001	1	1	1	2	1	7821	720	100	0	2	300	10	558	46	初级冰天雪地	55172	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	1	15	5					
5018	118	1	牛金	无	5018	5018	5018	5018	1	1	1	2	3	7123	938	50	0	12	300	10	553	61	初级漫天花舞	55173	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	1	15	5					
5019	119	1	潘凤	无	5019	5019	5019	5019	1	1	1	2	3	7144	818	50	0	12	300	10	574	70	初级大地狂啸	55174	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	1	15	5					
5020	120	1	刘平	无	5020	5020	5020	5020	1	1	1	2	2	4951	658	100	0	2	300	10	598	60	初级天罡拳	55175	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	1	15	5					
5021	121	1	波才	无	5020	5020	5020	5020	1	1	1	2	2	6441	798	100	0	2	300	10	824	55	初级冰天雪地	55176	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	1	15	5					
5022	122	1	孙皓	无	5018	5018	5018	5018	1	1	1	2	3	8922	658	50	0	12	300	10	693	57	初级漫天花舞	55177	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	1	15	5					
5023	123	1	孙朗	无	5018	5018	5018	5018	1	1	1	2	3	6012	624	50	0	12	300	10	753	75	初级大地狂啸	55178	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	1	15	5					
5024	124	1	蔡和	无	5020	5020	5020	5020	1	1	1	2	2	5977	742	100	0	2	300	10	875	48	初级天罡拳	55179	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	1	15	5					
5025	125	1	蔡中	无	5020	5020	5020	5020	1	1	1	2	2	7258	720	100	0	2	300	10	534	66	初级冰天雪地	55180	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	1	15	5					
5026	126	1	杨柏	无	5018	5018	5018	5018	1	1	1	2	3	7267	766	50	0	12	300	10	493	46	初级漫天花舞	55181	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	1	15	5					
5027	127	1	夏侯楙	无	5018	5018	5018	5018	1	1	1	2	3	7897	668	50	0	12	300	10	882	67	初级大地狂啸	55182	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	1	15	5					
5028	128	1	曹宇	无	5020	5020	5020	5020	1	1	1	2	2	5949	912	100	0	2	300	10	867	70	初级天罡拳	55183	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	1	15	5					
5029	129	1	曹训	无	5020	5020	5020	5020	1	1	1	2	2	8586	684	100	0	2	300	10	855	75	初级冰天雪地	55184	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	1	15	5					
5030	130	1	冯习	无	5018	5018	5018	5018	1	1	1	2	3	7525	640	50	0	12	300	10	675	73	初级漫天花舞	55185	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	1	15	5					
5031	201	1	蒯良	无	5031	5031	5031	5031	2	2	1	2	3	12621	1342	50	0	12	300	10	1315	78	初级冰天雪地	55186	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5032	202	1	董昭	无	5031	5031	5031	5031	2	2	1	2	3	9268	1140	50	0	12	300	10	958	76	初级漫天花舞	55187	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5033	203	1	王朗	无	5033	5033	5033	5033	2	2	1	2	2	11175	1036	100	0	2	300	10	945	87	初级大地狂啸	55188	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5034	204	1	董允	无	5033	5033	5033	5033	2	2	1	2	2	12983	1352	100	0	2	300	10	918	82	初级天罡拳	55189	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5035	205	1	陈琳	无	5035	5035	5035	5035	2	2	1	2	3	12817	1112	50	0	12	300	10	990	76	初级冰天雪地	55190	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5036	206	1	张鲁	无	5035	5035	5035	5035	2	2	1	2	3	9939	1102	50	0	12	300	10	1332	81	初级漫天花舞	55191	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5037	207	1	陶谦	无	5031	5031	5031	5031	2	2	1	2	3	12285	1050	50	0	12	300	10	911	93	初级大地狂啸	55192	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5038	208	1	韩胤	无	5031	5031	5031	5031	2	2	1	2	3	9434	1034	50	0	12	300	10	1039	94	初级天罡拳	55193	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5039	209	1	许贡	无	5033	5033	5033	5033	2	2	1	2	2	10805	1356	100	0	2	300	10	1225	82	初级冰天雪地	55194	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5040	210	1	辛敞	无	5033	5033	5033	5033	2	2	1	2	2	10561	1084	100	0	2	300	10	939	81	初级漫天花舞	55195	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5041	211	1	公孙恭	无	5035	5035	5035	5035	2	2	1	2	3	10010	1000	50	0	12	300	10	1089	94	初级大地狂啸	55196	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5042	212	1	袁熙	无	5035	5035	5035	5035	2	2	1	2	3	10990	1216	50	0	12	300	10	1244	82	初级天罡拳	55197	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5043	213	1	孙匡	无	5031	5031	5031	5031	2	2	1	2	3	13282	1064	50	0	12	300	10	941	91	初级冰天雪地	55198	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5044	214	1	孙秀	无	5031	5031	5031	5031	2	2	1	2	3	10024	1068	50	0	12	300	10	1268	79	初级漫天花舞	55199	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5045	215	1	刘琮	无	5033	5033	5033	5033	2	2	1	2	2	10746	1050	100	0	2	300	10	1071	87	初级大地狂啸	55200	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5046	216	1	丘本	无	5033	5033	5033	5033	2	2	1	2	2	12740	1330	100	0	2	300	10	1342	97	初级天罡拳	55201	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5047	217	1	关统	无	5035	5035	5035	5035	2	2	1	2	3	12557	1192	50	0	12	300	10	1254	87	初级冰天雪地	55202	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5048	218	1	诸葛均	无	5035	5035	5035	5035	2	2	1	2	3	11503	1198	50	0	12	300	10	1164	96	初级漫天花舞	55203	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5049	219	1	曹羲	无	5031	5031	5031	5031	2	2	1	2	3	10552	1200	50	0	12	300	10	1066	87	初级大地狂啸	55204	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5050	220	1	曹熊	无	5031	5031	5031	5031	2	2	1	2	3	12090	1396	50	0	12	300	10	1338	105	初级天罡拳	55205	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5051	221	1	董承	无	5033	5033	5033	5033	2	2	1	2	2	9144	1260	100	0	2	300	10	999	90	初级冰天雪地	55206	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5052	222	1	司马胄	无	5033	5033	5033	5033	2	2	1	2	2	9848	1198	100	0	2	300	10	1266	75	初级漫天花舞	55207	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5053	223	1	周仓	无	5053	5053	5053	5053	2	2	1	2	1	12573	1312	100	0	2	300	10	1022	76	初级大地狂啸	55208	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5054	224	1	严颜	无	5053	5053	5053	5053	2	2	1	2	1	12651	1122	100	0	2	300	10	1106	105	初级天罡拳	55209	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5055	225	1	关平	无	5055	5055	5055	5055	2	2	1	2	2	12556	1110	100	0	2	300	10	1021	94	初级冰天雪地	55210	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5056	226	1	文聘	无	5055	5055	5055	5055	2	2	1	2	2	11658	1176	100	0	2	300	10	1004	93	初级漫天花舞	55211	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5057	227	1	胡车儿	无	5057	5057	5057	5057	2	2	1	2	2	11965	1330	100	0	2	300	10	1307	88	初级大地狂啸	55212	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5058	228	1	丁奉	无	5057	5057	5057	5057	2	2	1	2	2	12345	1260	100	0	2	300	10	1085	93	初级天罡拳	55213	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5059	229	1	何仪	无	5053	5053	5053	5053	2	2	1	2	1	10047	1350	100	0	2	300	10	1104	88	初级冰天雪地	55214	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5060	230	1	龚都	无	5053	5053	5053	5053	2	2	1	2	1	10837	1206	100	0	2	300	10	1054	96	初级漫天花舞	55215	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5061	231	1	严政	无	5055	5055	5055	5055	2	2	1	2	2	11543	1278	100	0	2	300	10	1154	84	初级大地狂啸	55216	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5062	232	1	裴元绍	无	5055	5055	5055	5055	2	2	1	2	2	10793	1348	100	0	2	300	10	1260	99	初级天罡拳	55217	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5063	233	1	卞喜	无	5057	5057	5057	5057	2	2	1	2	2	9755	1360	100	0	2	300	10	1267	102	初级冰天雪地	55218	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5064	234	1	太史享	无	5057	5057	5057	5057	2	2	1	2	2	10233	1360	100	0	2	300	10	931	88	初级漫天花舞	55219	60010	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5065	235	1	曹豹	无	5053	5053	5053	5053	2	2	1	2	1	13130	1300	100	0	2	300	10	1080	88	初级大地狂啸	55220	60013	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5066	236	1	张闿	无	5053	5053	5053	5053	2	2	1	2	1	10955	1310	100	0	2	300	10	1322	99	初级天罡拳	55221	60016	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
5067	237	1	郝萌	无	5055	5055	5055	5055	2	2	1	2	2	9221	1300	100	0	2	300	10	1031	97	初级冰天雪地	55222	60007	0	0	20	100	80	0	0	60004	1	2	1	0	0	招募	2	15	5					
