编号ID ,最小,最大,物品,几率,最少,最多
0,0,0,30007,10000,25,25
50627,0,0,0,0,0,0
0,0,0,3,10000,16195,16195
0,0,0,2,10000,33497,33497
50628,0,0,0,0,0,0
0,0,0,3,10000,16196,16196
0,0,0,2,10000,33497,33497
0,0,0,30007,10000,25,25
50629,0,0,0,0,0,0
0,0,0,3,10000,16197,16197
0,0,0,2,10000,33497,33497
50630,0,0,0,0,0,0
0,0,0,3,10000,16198,16198
0,0,0,2,10000,33497,33497
0,0,0,30007,10000,25,25
50631,0,0,0,0,0,0
0,0,0,3,10000,16199,16199
0,0,0,2,10000,33497,33497
50632,0,0,0,0,0,0
0,0,0,3,10000,16200,16200
0,0,0,2,10000,33497,33497
0,0,0,30007,10000,25,25
0,0,0,15002,10000,1,1
50633,0,0,0,0,0,0
0,0,0,3,10000,16201,16201
0,0,0,2,10000,33497,33497
50634,0,0,0,0,0,0
0,0,0,3,10000,16202,16202
0,0,0,2,10000,33497,33497
0,0,0,30007,10000,25,25
50635,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
0,0,0,15002,10000,1,1
50636,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
50637,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
0,0,0,30007,10000,25,25
50638,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
50639,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
0,0,0,30007,10000,25,25
50640,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
50641,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
0,0,0,30007,10000,25,25
50642,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
50643,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
0,0,0,30007,10000,25,25
50644,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
50645,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
0,0,0,30007,10000,25,25
50646,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
50647,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
0,0,0,30007,10000,25,25
50648,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
50649,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
0,0,0,30007,10000,25,25
50650,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
0,0,0,15002,10000,1,1
50651,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
50652,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
0,0,0,30007,10000,25,25
50653,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
50654,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
0,0,0,30007,10000,25,25
50655,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
50656,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
0,0,0,30007,10000,25,25
50657,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
50658,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
0,0,0,30007,10000,25,25
50659,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
50660,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
0,0,0,30007,10000,25,25
50661,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
50662,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
0,0,0,30007,10000,25,25
50663,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
50664,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
0,0,0,30007,10000,25,25
50665,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
50666,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
0,0,0,30007,10000,25,25
50667,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
50668,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
0,0,0,30007,10000,25,25
50669,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
50670,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
0,0,0,30007,10000,25,25
50671,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
50672,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
0,0,0,30007,10000,25,25
50673,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
50674,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
0,0,0,30007,10000,25,25
50675,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
50676,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
0,0,0,30007,10000,25,25
50677,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
0,0,0,15002,10000,1,1
50678,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
50679,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
0,0,0,30007,10000,25,25
50680,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
50681,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
0,0,0,30007,10000,25,25
50682,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
50683,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
0,0,0,30007,10000,25,25
50684,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
50685,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
0,0,0,30007,10000,25,25
50686,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
50687,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
0,0,0,30007,10000,25,25
50688,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
50689,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
0,0,0,30007,10000,25,25
50690,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
50691,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
0,0,0,30007,10000,25,25
50692,0,0,0,0,0,0
0,0,0,3,10000,16203,16203
0,0,0,2,10000,33497,33497
0,0,0,15002,10000,1,1
51001,0,0,0,0,0,0
0,0,0,3,10000,130,130
0,0,0,2,10000,1071,1071
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51002,0,0,0,0,0,0
0,0,0,3,10000,186,186
0,0,0,2,10000,1127,1127
51003,0,0,0,0,0,0
0,0,0,3,10000,200,200
0,0,0,2,10000,1169,1169
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51004,0,0,0,0,0,0
0,0,0,3,10000,214,214
0,0,0,2,10000,1239,1239
51005,0,0,0,0,0,0
0,0,0,3,10000,226,226
0,0,0,2,10000,1295,1295
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51006,0,0,0,0,0,0
0,0,0,3,10000,240,240
0,0,0,2,10000,1358,1358
51007,0,0,0,0,0,0
0,0,0,3,10000,380,380
0,0,0,2,10000,1428,1428
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51008,0,0,0,0,0,0
0,0,0,3,10000,400,400
0,0,0,2,10000,1498,1498
51009,0,0,0,0,0,0
0,0,0,3,10000,420,420
0,0,0,2,10000,1568,1568
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51010,0,0,0,0,0,0
0,0,0,3,10000,440,440
0,0,0,2,10000,1645,1645
51011,0,0,0,0,0,0
0,0,0,3,10000,460,460
0,0,0,2,10000,1729,1729
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51012,0,0,0,0,0,0
0,0,0,3,10000,384,384
0,0,0,2,10000,1813,1813
51013,0,0,0,0,0,0
0,0,0,3,10000,400,400
0,0,0,2,10000,1897,1897
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51014,0,0,0,0,0,0
0,0,0,3,10000,416,416
0,0,0,2,10000,1995,1995
51015,0,0,0,0,0,0
0,0,0,3,10000,432,432
0,0,0,2,10000,2093,2093
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51016,0,0,0,0,0,0
0,0,0,3,10000,448,448
0,0,0,2,10000,2191,2191
51017,0,0,0,0,0,0
0,0,0,3,10000,698,698
0,0,0,2,10000,2303,2303
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51018,0,0,0,0,0,0
0,0,0,3,10000,720,720
0,0,0,2,10000,2415,2415
51019,0,0,0,0,0,0
0,0,0,3,10000,744,744
0,0,0,2,10000,2534,2534
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51020,0,0,0,0,0,0
0,0,0,3,10000,768,768
0,0,0,2,10000,2660,2660
51021,0,0,0,0,0,0
0,0,0,3,10000,792,792
0,0,0,2,10000,2786,2786
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51022,0,0,0,0,0,0
0,0,0,3,10000,1360,1360
0,0,0,2,10000,2926,2926
51023,0,0,0,0,0,0
0,0,0,3,10000,1400,1400
0,0,0,2,10000,3066,3066
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51024,0,0,0,0,0,0
0,0,0,3,10000,1400,1400
0,0,0,2,10000,3220,3220
51025,0,0,0,0,0,0
0,0,0,3,10000,1480,1480
0,0,0,2,10000,3374,3374
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51026,0,0,0,0,0,0
0,0,0,3,10000,1520,1520
0,0,0,2,10000,3542,3542
51027,0,0,0,0,0,0
0,0,0,3,10000,1950,1950
0,0,0,2,10000,3717,3717
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51028,0,0,0,0,0,0
0,0,0,3,10000,2000,2000
0,0,0,2,10000,3906,3906
51029,0,0,0,0,0,0
0,0,0,3,10000,2050,2050
0,0,0,2,10000,4095,4095
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51030,0,0,0,0,0,0
0,0,0,3,10000,2100,2100
0,0,0,2,10000,4298,4298
51031,0,0,0,0,0,0
0,0,0,3,10000,2150,2150
0,0,0,2,10000,4515,4515
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51032,0,0,0,0,0,0
0,0,0,3,10000,2464,2464
0,0,0,2,10000,4739,4739
51033,0,0,0,0,0,0
0,0,0,3,10000,2520,2520
0,0,0,2,10000,4970,4970
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51034,0,0,0,0,0,0
0,0,0,3,10000,2576,2576
0,0,0,2,10000,5222,5222
51035,0,0,0,0,0,0
0,0,0,3,10000,2632,2632
0,0,0,2,10000,5481,5481
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51036,0,0,0,0,0,0
0,0,0,3,10000,2688,2688
0,0,0,2,10000,5754,5754
51037,0,0,0,0,0,0
0,0,0,3,10000,3088,3088
0,0,0,2,10000,6041,6041
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51038,0,0,0,0,0,0
0,0,0,3,10000,3150,3150
0,0,0,2,10000,6042,6042
51039,0,0,0,0,0,0
0,0,0,3,10000,3214,3214
0,0,0,2,10000,6657,6657
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51040,0,0,0,0,0,0
0,0,0,3,10000,3276,3276
0,0,0,2,10000,6986,6986
51041,0,0,0,0,0,0
0,0,0,3,10000,3340,3340
0,0,0,2,10000,7336,7336
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51042,0,0,0,0,0,0
0,0,0,3,10000,3780,3780
0,0,0,2,10000,7693,7693
51043,0,0,0,0,0,0
0,0,0,3,10000,3850,3850
0,0,0,2,10000,8078,8078
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51044,0,0,0,0,0,0
0,0,0,3,10000,3920,3920
0,0,0,2,10000,8477,8477
51045,0,0,0,0,0,0
0,0,0,3,10000,3990,3990
0,0,0,2,10000,8904,8904
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51046,0,0,0,0,0,0
0,0,0,3,10000,4060,4060
0,0,0,2,10000,9345,9345
51047,0,0,0,0,0,0
0,0,0,3,10000,4956,4956
0,0,0,2,10000,9814,9814
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51048,0,0,0,0,0,0
0,0,0,3,10000,5040,5040
0,0,0,2,10000,10304,10304
51049,0,0,0,0,0,0
0,0,0,3,10000,5124,5124
0,0,0,2,10000,10815,10815
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51050,0,0,0,0,0,0
0,0,0,3,10000,5208,5208
0,0,0,2,10000,11354,11354
51051,0,0,0,0,0,0
0,0,0,3,10000,3780,3780
0,0,0,2,10000,11921,11921
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51052,0,0,0,0,0,0
0,0,0,3,10000,4479,4479
0,0,0,2,10000,12516,12516
51053,0,0,0,0,0,0
0,0,0,3,10000,4549,4549
0,0,0,2,10000,13139,13139
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51054,0,0,0,0,0,0
0,0,0,3,10000,4620,4620
0,0,0,2,10000,13797,13797
51055,0,0,0,0,0,0
0,0,0,3,10000,4689,4689
0,0,0,2,10000,14483,14483
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51056,0,0,0,0,0,0
0,0,0,3,10000,4759,4759
0,0,0,2,10000,15204,15204
51057,0,0,0,0,0,0
0,0,0,3,10000,5520,5520
0,0,0,2,10000,15967,15967
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51058,0,0,0,0,0,0
0,0,0,3,10000,5599,5599
0,0,0,2,10000,16765,16765
51059,0,0,0,0,0,0
0,0,0,3,10000,5679,5679
0,0,0,2,10000,17598,17598
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51060,0,0,0,0,0,0
0,0,0,3,10000,5760,5760
0,0,0,2,10000,18480,18480
51061,0,0,0,0,0,0
0,0,0,3,10000,5839,5839
0,0,0,2,10000,19404,19404
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51062,0,0,0,0,0,0
0,0,0,3,10000,6660,6660
0,0,0,2,10000,20370,20370
51063,0,0,0,0,0,0
0,0,0,3,10000,6750,6750
0,0,0,2,10000,21392,21392
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51064,0,0,0,0,0,0
0,0,0,3,10000,6840,6840
0,0,0,2,10000,22456,22456
51065,0,0,0,0,0,0
0,0,0,3,10000,6930,6930
0,0,0,2,10000,23576,23576
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51066,0,0,0,0,0,0
0,0,0,3,10000,7020,7020
0,0,0,2,10000,24752,24752
51067,0,0,0,0,0,0
0,0,0,3,10000,7899,7899
0,0,0,2,10000,25991,25991
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51068,0,0,0,0,0,0
0,0,0,3,10000,7999,7999
0,0,0,2,10000,27286,27286
51069,0,0,0,0,0,0
0,0,0,3,10000,8100,8100
0,0,0,2,10000,28651,28651
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51070,0,0,0,0,0,0
0,0,0,3,10000,8199,8199
0,0,0,2,10000,30079,30079
51071,0,0,0,0,0,0
0,0,0,3,10000,8299,8299
0,0,0,2,10000,31584,31584
0,0,0,30001,10000,2,2
0,0,0,30006,10000,1,1
51072,0,0,0,0,0,0
0,0,0,3,10000,5760,5760
0,0,0,2,10000,33159,33159
51073,0,0,0,0,0,0
0,0,0,3,10000,5828,5828
0,0,0,2,10000,34818,34818
0,0,0,30001,10000,2,2
0,0,0,30006,10000,1,1
51074,0,0,0,0,0,0
0,0,0,3,10000,5897,5897
0,0,0,2,10000,36554,36554
51075,0,0,0,0,0,0
0,0,0,3,10000,5965,5965
0,0,0,2,10000,38381,38381
0,0,0,30001,10000,2,2
0,0,0,30006,10000,1,1
51076,0,0,0,0,0,0
0,0,0,3,10000,6034,6034
0,0,0,2,10000,40299,40299
51077,0,0,0,0,0,0
0,0,0,3,10000,7120,7120
0,0,0,2,10000,42315,42315
0,0,0,30001,10000,2,2
0,0,0,30006,10000,1,1
51078,0,0,0,0,0,0
0,0,0,3,10000,7200,7200
0,0,0,2,10000,44429,44429
51079,0,0,0,0,0,0
0,0,0,3,10000,7280,7280
0,0,0,2,10000,46648,46648
0,0,0,30001,10000,2,2
0,0,0,30006,10000,1,1
51080,0,0,0,0,0,0
0,0,0,3,10000,7360,7360
0,0,0,2,10000,48979,48979
51081,0,0,0,0,0,0
0,0,0,3,10000,7440,7440
0,0,0,2,10000,51422,51422
0,0,0,30001,10000,2,2
0,0,0,30006,10000,1,1
51082,0,0,0,0,0,0
0,0,0,3,10000,8594,8594
0,0,0,2,10000,53991,53991
51083,0,0,0,0,0,0
0,0,0,3,10000,8685,8685
0,0,0,2,10000,56693,56693
0,0,0,30001,10000,2,2
0,0,0,30006,10000,1,1
51084,0,0,0,0,0,0
0,0,0,3,10000,8777,8777
0,0,0,2,10000,59521,59521
51085,0,0,0,0,0,0
0,0,0,3,10000,8868,8868
0,0,0,2,10000,62496,62496
0,0,0,30001,10000,2,2
0,0,0,30006,10000,1,1
51086,0,0,0,0,0,0
0,0,0,3,10000,8960,8960
0,0,0,2,10000,65618,65618
51087,0,0,0,0,0,0
0,0,0,3,10000,11314,11314
0,0,0,2,10000,68901,68901
0,0,0,30001,10000,2,2
0,0,0,30006,10000,1,1
51088,0,0,0,0,0,0
0,0,0,3,10000,11428,11428
0,0,0,2,10000,72345,72345
51089,0,0,0,0,0,0
0,0,0,3,10000,11542,11542
0,0,0,2,10000,75957,75957
0,0,0,30001,10000,2,2
0,0,0,30006,10000,1,1
51090,0,0,0,0,0,0
0,0,0,3,10000,11657,11657
0,0,0,2,10000,79758,79758
51091,0,0,0,0,0,0
0,0,0,3,10000,11771,11771
0,0,0,2,10000,83741,83741
0,0,0,30001,10000,2,2
0,0,0,30006,10000,1,1
51092,0,0,0,0,0,0
0,0,0,3,10000,11771,11771
0,0,0,2,10000,83741,83741
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51093,0,0,0,0,0,0
0,0,0,3,10000,11771,11771
0,0,0,2,10000,83741,83741
51094,0,0,0,0,0,0
0,0,0,3,10000,11771,11771
0,0,0,2,10000,83741,83741
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51095,0,0,0,0,0,0
0,0,0,3,10000,11771,11771
0,0,0,2,10000,83741,83741
51096,0,0,0,0,0,0
0,0,0,3,10000,11771,11771
0,0,0,2,10000,83741,83741
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51097,0,0,0,0,0,0
0,0,0,3,10000,11771,11771
0,0,0,2,10000,83741,83741
51098,0,0,0,0,0,0
0,0,0,3,10000,11771,11771
0,0,0,2,10000,83741,83741
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51099,0,0,0,0,0,0
0,0,0,3,10000,11771,11771
0,0,0,2,10000,83741,83741
51100,0,0,0,0,0,0
0,0,0,3,10000,11771,11771
0,0,0,2,10000,83741,83741
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51101,0,0,0,0,0,0
0,0,0,3,10000,11771,11771
0,0,0,2,10000,83741,83741
51102,0,0,0,0,0,0
0,0,0,3,10000,11771,11771
0,0,0,2,10000,83741,83741
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51103,0,0,0,0,0,0
0,0,0,3,10000,11771,11771
0,0,0,2,10000,83741,83741
51104,0,0,0,0,0,0
0,0,0,3,10000,11771,11771
0,0,0,2,10000,83741,83741
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51105,0,0,0,0,0,0
0,0,0,3,10000,11771,11771
0,0,0,2,10000,83741,83741
51106,0,0,0,0,0,0
0,0,0,3,10000,11771,11771
0,0,0,2,10000,83741,83741
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51107,0,0,0,0,0,0
0,0,0,3,10000,11771,11771
0,0,0,2,10000,83741,83741
51108,0,0,0,0,0,0
0,0,0,3,10000,11771,11771
0,0,0,2,10000,83741,83741
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51109,0,0,0,0,0,0
0,0,0,3,10000,11771,11771
0,0,0,2,10000,83741,83741
51110,0,0,0,0,0,0
0,0,0,3,10000,11771,11771
0,0,0,2,10000,83741,83741
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51111,0,0,0,0,0,0
0,0,0,3,10000,11771,11771
0,0,0,2,10000,83741,83741
51112,0,0,0,0,0,0
0,0,0,3,10000,11771,11771
0,0,0,2,10000,83741,83741
0,0,0,30001,10000,1,1
0,0,0,30006,10000,1,1
51501,0,0,0,0,0,0
0,0,0,3,10000,100,100
0,0,0,2,10000,406,406
51502,0,0,0,0,0,0
0,0,0,3,10000,144,144
0,0,0,2,10000,483,483
51503,0,0,0,0,0,0
0,0,0,3,10000,150,150
0,0,0,2,10000,546,546
51504,0,0,0,0,0,0
0,0,0,3,10000,192,192
0,0,0,2,10000,567,567
51505,0,0,0,0,0,0
0,0,0,3,10000,180,180
0,0,0,2,10000,623,623
51506,0,0,0,0,0,0
0,0,0,3,10000,210,210
0,0,0,2,10000,707,707
51507,0,0,0,0,0,0
0,0,0,3,10000,312,312
0,0,0,2,10000,889,889
51508,0,0,0,0,0,0
0,0,0,3,10000,210,210
0,0,0,2,10000,1113,1113
51509,0,0,0,0,0,0
0,0,0,3,10000,380,380
0,0,0,2,10000,1540,1540
51510,0,0,0,0,0,0
0,0,0,3,10000,552,552
0,0,0,2,10000,2247,2247
51511,0,0,0,0,0,0
0,0,0,3,10000,550,550
0,0,0,2,10000,3451,3451
51512,0,0,0,0,0,0
0,0,0,3,10000,650,650
0,0,0,2,10000,5572,5572
51513,0,0,0,0,0,0
0,0,0,3,10000,120,120
0,0,0,2,10000,2142,2142
51514,0,0,0,0,0,0
0,0,0,3,10000,460,460
0,0,0,2,10000,3451,3451
51515,0,0,0,0,0,0
0,0,0,3,10000,990,990
0,0,0,2,10000,5572,5572
51516,0,0,0,0,0,0
0,0,0,3,10000,4770,4770
0,0,0,2,10000,14665,14665
51517,0,0,0,0,0,0
0,0,0,3,10000,80,80
0,0,0,2,10000,2142,2142
51518,0,0,0,0,0,0
0,0,0,3,10000,120,120
0,0,0,2,10000,3451,3451
51519,0,0,0,0,0,0
0,0,0,3,10000,240,240
0,0,0,2,10000,5572,5572
51520,0,0,0,0,0,0
0,0,0,3,10000,990,990
0,0,0,2,10000,5572,5572
51521,0,0,0,0,0,0
0,0,0,3,10000,2688,2688
0,0,0,2,10000,9023,9023
51522,0,0,0,0,0,0
0,0,0,3,10000,2668,2668
0,0,0,2,10000,9023,9023
51523,0,0,0,0,0,0
0,0,0,3,10000,4770,4770
0,0,0,2,10000,14665,14665
51524,0,0,0,0,0,0
0,0,0,3,10000,4770,4770
0,0,0,2,10000,14665,14665
51525,0,0,0,0,0,0
0,0,0,3,10000,6300,6300
0,0,0,2,10000,23849,23849
51526,0,0,0,0,0,0
0,0,0,3,10000,6300,6300
0,0,0,2,10000,23849,23849
51527,0,0,0,0,0,0
0,0,0,3,10000,9733,9733
0,0,0,2,10000,38808,38808
51528,0,0,0,0,0,0
0,0,0,3,10000,9733,9733
0,0,0,2,10000,38808,38808
51529,0,0,0,0,0,0
0,0,0,3,10000,11700,11700
0,0,0,2,10000,49511,49511
51530,0,0,0,0,0,0
0,0,0,3,10000,11700,11700
0,0,0,2,10000,49511,49511
51531,0,0,0,0,0,0
0,0,0,3,10000,11700,11700
0,0,0,2,10000,49511,49511
52001,1,2,0,0,0,0
0,0,0,3,10000,100,100
0,0,0,2,10000,56,56
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52002,1,2,0,0,0,0
0,0,0,3,10000,100,100
0,0,0,2,10000,56,56
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52003,1,2,0,0,0,0
0,0,0,3,10000,100,100
0,0,0,2,10000,56,56
0,0,0,30019,2500,1,2
0,0,0,30009,2500,1,2
0,0,0,30006,2500,1,1
0,0,0,30007,2500,1,2
52004,1,2,0,0,0,0
0,0,0,3,10000,100,100
0,0,0,2,10000,57,57
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52005,1,2,0,0,0,0
0,0,0,3,10000,100,100
0,0,0,2,10000,57,57
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52006,1,2,0,0,0,0
0,0,0,3,10000,100,100
0,0,0,2,10000,57,57
0,0,0,30019,2500,1,2
0,0,0,30009,2500,1,2
0,0,0,30006,2500,1,1
0,0,0,30007,2500,1,2
52007,1,2,0,0,0,0
0,0,0,3,10000,100,100
0,0,0,2,10000,60,60
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52008,1,2,0,0,0,0
0,0,0,3,10000,100,100
0,0,0,2,10000,60,60
0,0,0,30001,7500,1,1
0,0,0,30007,2500,1,2
52009,1,2,0,0,0,0
0,0,0,3,10000,100,100
0,0,0,2,10000,60,60
0,0,0,30019,2500,1,2
0,0,0,30009,2500,1,2
0,0,0,30006,2500,1,1
0,0,0,30007,2500,1,2
52010,1,2,0,0,0,0
0,0,0,3,10000,100,100
0,0,0,2,10000,62,62
0,0,0,30019,2500,1,2
0,0,0,30009,2500,1,2
0,0,0,30006,2500,1,1
0,0,0,30007,2500,1,2
52011,1,2,0,0,0,0
0,0,0,3,10000,100,100
0,0,0,2,10000,62,62
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52012,1,2,0,0,0,0
0,0,0,3,10000,100,100
0,0,0,2,10000,62,62
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52013,1,2,0,0,0,0
0,0,0,3,10000,100,100
0,0,0,2,10000,64,64
0,0,0,30019,2500,1,2
0,0,0,30009,2500,1,2
0,0,0,30006,2500,1,1
0,0,0,30007,2500,1,2
52014,1,2,0,0,0,0
0,0,0,3,10000,100,100
0,0,0,2,10000,64,64
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52015,1,2,0,0,0,0
0,0,0,3,10000,100,100
0,0,0,2,10000,64,64
0,0,0,30006,7500,1,1
0,0,0,30007,2500,1,2
52016,1,2,0,0,0,0
0,0,0,3,10000,100,100
0,0,0,2,10000,67,67
0,0,0,30019,2500,1,2
0,0,0,30009,2500,1,2
0,0,0,30006,2500,1,1
